,SB
0,0.05634552612900734
1,0.001702169538475573
2,0.2889266312122345
3,0.04532722011208534
4,0.012193959206342697
5,0.01031123660504818
6,0.011917412281036377
7,0.0006209626444615424
8,0.2080892026424408
9,0.0022715525701642036
