,atds
766,0.4927
767,0.5094
768,0.5342
769,0.4318
770,0.6102
771,0.5981
772,0.5404
773,0.5762
774,0.5839
775,0.5242
776,0.4864
777,0.5293
778,0.4654
779,0.6017
780,0.5474
781,0.5464
782,0.5357
783,0.5296
784,0.6066
785,0.4962
786,0.5317
787,0.5591
788,0.5658
789,0.6365
790,0.5689
791,0.5384
792,0.5223
793,0.5392
794,0.5476
795,0.5534
796,0.5926
797,0.5929
798,0.5266
799,0.5051
800,0.6145
801,0.5515
802,0.5648
803,0.4795
804,0.4817
805,0.6158
806,0.5858
807,0.4901
808,0.5441
809,0.5607
810,0.507
811,0.5478
812,0.5355
813,0.5333
814,0.5389
815,0.5729
816,0.5392
817,0.5749
818,0.5528
819,0.5517
820,0.5583
821,0.5317
822,0.5189
823,0.5611
824,0.4748
825,0.4472
826,0.4363
827,0.5001
828,0.5475
829,0.5152
830,0.5725
831,0.5694
832,0.5198
833,0.5961
834,0.5345
835,0.5431
836,0.5874
837,0.5171
838,0.4805
839,0.5835
840,0.6033
841,0.6235
842,0.5765
843,0.5001
844,0.5366
845,0.519
846,0.5928
847,0.5831
848,0.5378
849,0.5347
850,0.5527
851,0.5671
852,0.5599
853,0.5512
854,0.574
855,0.5453
856,0.5739
857,0.5764
858,0.5141
859,0.4773
860,0.5711
861,0.5388
862,0.4408
863,0.5356
864,0.5802
865,0.597
866,0.5691
867,0.5636
868,0.5595
869,0.5583
870,0.5446
871,0.5016
872,0.4453
873,0.5317
874,0.5861
875,0.5468
876,0.5284
877,0.485
878,0.5904
879,0.5589
880,0.5014
881,0.5048
882,0.5275
883,0.5674
884,0.5522
885,0.5626
886,0.5803
887,0.5341
888,0.5353
889,0.5275
890,0.4561
891,0.5906
892,0.5934
893,0.5129
894,0.5316
895,0.5078
896,0.5614
897,0.5635
898,0.5536
899,0.4549
900,0.5606
901,0.5361
902,0.5521
903,0.5193
904,0.587
905,0.5048
906,0.5603
907,0.5342
908,0.6124
909,0.472
910,0.5313
911,0.5785
912,0.5164
913,0.5954
914,0.5295
915,0.4832
916,0.5279
917,0.5029
918,0.5582
919,0.5848
920,0.5089
921,0.5174
922,0.4908
923,0.5611
924,0.5254
925,0.5247
926,0.5665
927,0.5277
928,0.5817
929,0.513
930,0.5543
931,0.5303
932,0.5728
933,0.5104
934,0.5033
935,0.5412
936,0.495
937,0.5486
938,0.511
939,0.577
940,0.6001
941,0.5793
942,0.4791
943,0.5075
944,0.5521
945,0.6089
946,0.5375
947,0.4907
948,0.5239
949,0.5262
950,0.5943
951,0.5096
952,0.5645
953,0.5762
954,0.5523
955,0.4831
956,0.5426
957,0.5622
958,0.5466
959,0.648
960,0.5398
961,0.5928
962,0.5497
963,0.513
964,0.5245
965,0.5328
966,0.5018
967,0.4793
968,0.5011
969,0.5542
970,0.5547
971,0.5075
972,0.5357
973,0.5266
974,0.5786
975,0.5743
976,0.4938
977,0.5262
978,0.5142
979,0.5866
980,0.5655
981,0.5571
982,0.5328
983,0.5876
984,0.5105
985,0.5348
986,0.5732
987,0.5429
988,0.5689
989,0.5493
990,0.4251
991,0.5018
992,0.5148
993,0.5572
994,0.5102
995,0.518
996,0.5227
997,0.4578
998,0.547
999,0.496
1000,0.5221
1001,0.5364
1002,0.5931
1003,0.487
1004,0.5694
1005,0.5578
1006,0.4904
1007,0.4782
1008,0.5498
1009,0.5495
1010,0.5865
1011,0.5858
1012,0.5632
1013,0.5231
1014,0.531
1015,0.4963
1016,0.4945
1017,0.4982
1018,0.5628
1019,0.5804
1020,0.5115
1021,0.5213
1022,0.5198
1023,0.4824
1024,0.5754
1025,0.6207
1026,0.513
1027,0.5985
1028,0.584
1029,0.537
1030,0.5424
1031,0.5182
1032,0.5732
1033,0.5623
1034,0.5498
1035,0.5195
1036,0.4833
1037,0.5527
1038,0.4738
1039,0.5327
1040,0.5618
1041,0.4606
1042,0.5539
1043,0.5747
1044,0.5571
1045,0.5751
1046,0.5244
1047,0.642
1048,0.4642
1049,0.5451
1050,0.589
1051,0.5467
1052,0.5228
1053,0.5689
1054,0.525
1055,0.5482
1056,0.5289
1057,0.5222
1058,0.5553
1059,0.5822
1060,0.5655
1061,0.566
1062,0.5643
1063,0.5777
1064,0.5584
1065,0.5641
1066,0.5172
1067,0.5074
1068,0.5754
