,atds
229,0.5419
230,0.5168
231,0.5319
232,0.5196
233,0.4939
234,0.5227
235,0.507
236,0.5543
237,0.4372
238,0.45
239,0.5158
240,0.5137
241,0.5597
242,0.5944
243,0.4882
244,0.5459
245,0.4702
246,0.4687
247,0.5692
248,0.4992
249,0.4817
250,0.5484
251,0.5553
252,0.5343
253,0.534
254,0.475
255,0.3934
256,0.5382
257,0.5249
258,0.5642
259,0.573
260,0.5015
261,0.5729
262,0.5219
263,0.5816
264,0.5318
265,0.5035
266,0.5354
267,0.5543
268,0.5124
269,0.4976
270,0.4507
271,0.5406
272,0.5582
273,0.491
274,0.4682
275,0.4666
276,0.4897
277,0.4982
278,0.5499
279,0.5878
280,0.5482
281,0.509
282,0.5261
283,0.503
284,0.5661
285,0.5597
286,0.481
287,0.5087
288,0.5146
289,0.4423
290,0.5704
291,0.5496
292,0.5228
293,0.4905
294,0.5301
295,0.5408
296,0.5256
297,0.4786
298,0.4913
299,0.5416
300,0.5842
301,0.4532
302,0.5559
303,0.5884
304,0.4832
305,0.5426
306,0.4536
307,0.5496
308,0.44
309,0.5486
310,0.4615
311,0.5275
312,0.5358
313,0.5906
314,0.5577
315,0.5209
316,0.4855
317,0.5413
318,0.5025
319,0.5399
320,0.4754
321,0.5469
322,0.5241
323,0.5073
324,0.3942
325,0.5385
326,0.5465
327,0.5568
328,0.5268
329,0.4606
330,0.4891
331,0.4837
332,0.5823
333,0.5133
334,0.4519
335,0.5453
336,0.5367
337,0.5473
338,0.5344
339,0.5379
340,0.564
341,0.4641
342,0.4933
343,0.5472
344,0.5418
345,0.4911
346,0.5228
347,0.5294
348,0.5092
349,0.5259
350,0.5562
351,0.5785
352,0.522
353,0.5291
354,0.5309
355,0.5643
356,0.5521
357,0.5085
358,0.4869
359,0.5848
360,0.5227
361,0.5284
362,0.4753
363,0.4493
364,0.5355
365,0.5589
366,0.4934
367,0.5532
368,0.528
369,0.5807
370,0.4715
371,0.4843
372,0.4991
373,0.5467
374,0.5251
375,0.4738
376,0.5632
377,0.4692
378,0.5016
379,0.3467
380,0.4564
381,0.4327
382,0.6044
383,0.5729
384,0.5476
385,0.4846
386,0.458
387,0.4495
388,0.5528
389,0.5287
390,0.5679
391,0.5501
392,0.4427
393,0.4594
394,0.5898
395,0.4829
396,0.518
397,0.5304
398,0.5632
399,0.4863
400,0.5747
401,0.4789
402,0.5629
403,0.5281
404,0.5487
405,0.5041
406,0.479
407,0.6106
408,0.5008
409,0.497
410,0.506
411,0.5275
412,0.5026
413,0.5232
414,0.5899
415,0.4652
416,0.5316
417,0.5395
418,0.5174
419,0.4926
420,0.5733
421,0.4845
422,0.5503
423,0.5423
424,0.4556
425,0.4843
426,0.5483
427,0.5278
428,0.5632
429,0.5231
430,0.4807
431,0.4934
432,0.4789
433,0.5366
434,0.5152
435,0.529
436,0.5362
437,0.5277
438,0.4286
439,0.4734
440,0.4467
441,0.5375
442,0.4895
443,0.5095
444,0.5995
445,0.5068
446,0.4539
447,0.4987
448,0.4952
449,0.5367
450,0.5654
451,0.4791
452,0.4821
453,0.554
454,0.528
455,0.536
456,0.6442
457,0.5571
458,0.5227
459,0.5631
460,0.5234
461,0.4703
462,0.4499
463,0.5752
464,0.5113
465,0.5118
466,0.5951
467,0.5544
468,0.5028
469,0.5401
470,0.5014
471,0.5483
472,0.4866
473,0.5827
474,0.4923
475,0.4893
476,0.5233
477,0.5782
478,0.43
479,0.5718
480,0.5726
481,0.5201
482,0.5209
483,0.5234
484,0.537
485,0.5141
486,0.5747
487,0.5746
488,0.5358
489,0.4841
490,0.5022
491,0.502
492,0.5554
493,0.5216
494,0.5615
495,0.5636
496,0.6066
497,0.5031
498,0.444
499,0.5812
500,0.5423
501,0.5764
502,0.4509
503,0.5381
504,0.5335
505,0.5431
506,0.4234
507,0.5134
508,0.4693
509,0.4996
510,0.5305
511,0.4435
512,0.4501
513,0.4812
514,0.5017
515,0.5459
516,0.5511
517,0.5079
518,0.5336
519,0.5436
520,0.5113
521,0.5568
522,0.5142
523,0.4883
524,0.5157
525,0.4905
526,0.5447
527,0.506
528,0.5281
529,0.5024
530,0.435
531,0.5051
532,0.5454
533,0.5627
534,0.5642
535,0.4546
536,0.5886
537,0.5636
538,0.5507
539,0.4929
540,0.5227
541,0.5015
542,0.4718
543,0.4678
544,0.4927
545,0.5125
546,0.5445
547,0.4976
548,0.5127
549,0.5621
550,0.5711
551,0.4922
552,0.5334
553,0.4949
554,0.5491
555,0.5821
556,0.527
557,0.4815
558,0.5515
559,0.5307
560,0.5242
561,0.5067
562,0.5381
563,0.577
564,0.5103
565,0.5271
566,0.4918
567,0.5694
568,0.5749
569,0.5412
570,0.5594
571,0.6088
572,0.5218
573,0.4845
574,0.4609
575,0.4819
576,0.5196
577,0.4844
578,0.5636
579,0.536
580,0.5941
581,0.4763
582,0.4671
583,0.5878
584,0.5455
585,0.461
586,0.5673
587,0.4553
588,0.5649
589,0.4969
590,0.5695
591,0.5819
592,0.4988
593,0.4845
594,0.562
595,0.6112
596,0.5704
597,0.5578
598,0.4604
599,0.5751
600,0.4654
601,0.4738
602,0.5416
603,0.4903
604,0.5173
605,0.5795
606,0.5773
607,0.4724
608,0.5433
609,0.5229
610,0.5051
611,0.4623
612,0.4906
613,0.5267
614,0.4257
615,0.5343
616,0.4973
617,0.5443
618,0.4906
619,0.4601
620,0.4529
621,0.5418
622,0.4904
623,0.4718
624,0.5635
625,0.5413
626,0.4688
627,0.4798
628,0.561
629,0.4736
630,0.5792
631,0.5183
632,0.4703
633,0.5477
634,0.548
635,0.5552
636,0.5385
637,0.4967
638,0.5163
639,0.5434
640,0.4868
641,0.5531
642,0.53
643,0.5074
644,0.49
645,0.5028
646,0.4746
647,0.5346
648,0.5564
649,0.5381
650,0.5134
651,0.566
652,0.5498
653,0.6046
654,0.5312
655,0.4633
656,0.4307
657,0.4927
658,0.4919
659,0.5443
660,0.552
661,0.487
662,0.5418
663,0.5419
664,0.5199
665,0.4839
666,0.4873
667,0.5416
668,0.4561
669,0.5872
670,0.4538
671,0.462
672,0.5155
673,0.5145
674,0.5169
675,0.5058
676,0.5133
677,0.5048
678,0.5531
679,0.5219
680,0.5465
681,0.5473
682,0.5599
683,0.5279
684,0.5154
685,0.5582
686,0.5585
687,0.5797
688,0.4681
689,0.4764
690,0.4675
691,0.5035
692,0.4248
693,0.5583
694,0.5086
695,0.4788
696,0.5539
697,0.4497
698,0.5238
699,0.4908
700,0.5254
701,0.5273
702,0.4918
703,0.5124
704,0.5407
705,0.5776
706,0.5619
707,0.5254
708,0.4649
709,0.5471
710,0.5079
711,0.4697
712,0.4925
713,0.5203
714,0.5275
715,0.5184
716,0.572
717,0.4999
718,0.5724
719,0.5758
720,0.5171
721,0.5338
722,0.5505
723,0.5244
724,0.5712
725,0.5131
726,0.5534
727,0.5148
728,0.6073
729,0.5167
730,0.4541
731,0.4909
732,0.4753
733,0.5441
734,0.3791
735,0.5302
736,0.4887
737,0.5058
738,0.575
739,0.522
740,0.5685
741,0.5155
742,0.57
743,0.4735
744,0.5533
745,0.521
746,0.5598
747,0.5355
748,0.5317
749,0.5541
750,0.539
751,0.5063
752,0.5606
753,0.5214
754,0.5883
755,0.5339
756,0.5004
757,0.5035
758,0.4836
759,0.6054
760,0.4857
761,0.5053
762,0.586
763,0.5686
764,0.5537
765,0.5271
766,0.5049
767,0.4425
768,0.4625
769,0.6172
770,0.5101
771,0.5007
772,0.5316
773,0.4852
774,0.4945
775,0.5
776,0.5394
777,0.5493
778,0.5093
779,0.5008
780,0.5209
781,0.4276
782,0.4778
783,0.4925
784,0.5899
785,0.5089
786,0.5805
787,0.5087
788,0.4869
789,0.5512
790,0.5554
791,0.5434
792,0.5523
793,0.5609
794,0.5005
795,0.5116
796,0.5748
797,0.5396
798,0.4785
799,0.5677
800,0.5657
801,0.5501
802,0.5005
803,0.4824
804,0.5495
805,0.5542
806,0.4777
807,0.5116
808,0.5693
809,0.5358
810,0.5586
811,0.5456
812,0.5137
813,0.4376
814,0.4583
815,0.5351
816,0.5632
817,0.5175
818,0.4789
819,0.5688
820,0.5008
821,0.5654
822,0.5514
823,0.5412
824,0.5101
825,0.481
826,0.5835
827,0.4567
828,0.5423
829,0.4873
830,0.5312
831,0.5212
832,0.5591
833,0.5296
834,0.5258
835,0.5082
836,0.4413
837,0.4258
838,0.5019
839,0.5384
840,0.4821
841,0.5028
842,0.4313
843,0.5517
844,0.4564
845,0.5312
846,0.5031
847,0.4513
848,0.487
849,0.5193
850,0.5615
851,0.552
852,0.5567
853,0.4704
854,0.5122
855,0.5087
856,0.547
857,0.5361
858,0.4953
859,0.5412
860,0.5178
861,0.4782
862,0.4509
863,0.5565
864,0.5389
865,0.503
866,0.542
867,0.5065
868,0.5712
869,0.4098
870,0.5201
871,0.571
872,0.5318
873,0.5434
874,0.5101
875,0.557
876,0.5058
877,0.5908
878,0.4983
879,0.5124
880,0.4595
881,0.4589
882,0.4887
883,0.4409
884,0.4639
885,0.4749
886,0.5247
887,0.5302
888,0.5098
889,0.5361
890,0.5502
891,0.5087
892,0.5028
893,0.5383
894,0.491
895,0.5162
896,0.4977
897,0.5595
