,atds
463,0.5353
464,0.5053
465,0.6007
466,0.5661
467,0.5216
468,0.6102
469,0.5757
470,0.594
471,0.5349
472,0.6072
473,0.6266
474,0.5728
475,0.5475
476,0.5819
477,0.5232
478,0.5742
479,0.5758
480,0.5691
481,0.5439
482,0.5299
483,0.5648
484,0.4885
485,0.5274
486,0.5384
487,0.4966
488,0.5705
489,0.5681
490,0.5521
491,0.524
492,0.6
493,0.4617
494,0.5748
495,0.5612
496,0.5531
497,0.5336
498,0.4748
499,0.5319
500,0.5723
501,0.4983
502,0.5511
503,0.5912
504,0.5398
505,0.6028
506,0.5542
507,0.5557
508,0.532
509,0.5411
510,0.5932
511,0.5432
512,0.5519
513,0.5698
514,0.5044
515,0.5729
516,0.5638
517,0.5064
518,0.5552
519,0.5741
520,0.5918
521,0.5793
522,0.6111
523,0.6496
524,0.5823
525,0.5633
526,0.5635
527,0.6016
528,0.587
529,0.5829
530,0.5362
531,0.579
532,0.5776
533,0.5078
534,0.5713
535,0.506
536,0.5079
537,0.5839
538,0.5459
539,0.5985
540,0.5611
541,0.5549
542,0.5616
543,0.5563
544,0.5438
545,0.5882
546,0.5811
547,0.5427
548,0.5611
549,0.5551
550,0.5215
551,0.5088
552,0.5183
553,0.5541
554,0.5205
555,0.5461
556,0.5187
557,0.528
558,0.5669
559,0.4685
560,0.5499
561,0.4719
562,0.5584
563,0.5073
564,0.5254
565,0.5292
566,0.5743
567,0.4821
568,0.52
569,0.4957
570,0.5935
571,0.5619
572,0.5062
573,0.5037
574,0.5652
575,0.5519
576,0.5232
577,0.5627
578,0.5927
579,0.5584
580,0.4752
581,0.5221
582,0.5843
583,0.5178
584,0.5434
585,0.6295
586,0.6237
587,0.6066
588,0.5501
589,0.5007
590,0.5421
591,0.6169
592,0.5479
593,0.5161
594,0.5057
595,0.5395
596,0.5052
597,0.5269
598,0.4693
599,0.5232
600,0.578
601,0.4726
602,0.5275
603,0.5408
604,0.5862
605,0.6059
606,0.6443
607,0.5257
608,0.6048
609,0.5577
610,0.5698
611,0.5727
612,0.6104
613,0.5731
614,0.5953
615,0.5313
616,0.5864
617,0.5734
618,0.5479
619,0.5167
620,0.5514
621,0.5435
622,0.521
623,0.5823
624,0.5529
625,0.5321
626,0.5457
627,0.5253
628,0.544
629,0.5515
630,0.5423
631,0.5524
632,0.5294
633,0.5958
634,0.5772
635,0.536
636,0.574
637,0.5416
638,0.5654
639,0.5349
640,0.5767
641,0.5792
642,0.5876
643,0.5315
644,0.5599
645,0.5514
646,0.5852
647,0.6008
648,0.4997
649,0.5679
650,0.5036
651,0.5262
652,0.5226
653,0.4885
654,0.5513
655,0.5603
656,0.5845
657,0.4865
658,0.6063
659,0.524
660,0.5842
661,0.5371
662,0.5922
663,0.5998
664,0.5522
665,0.5112
666,0.5909
667,0.5446
668,0.5286
669,0.5084
670,0.5667
671,0.5845
672,0.5828
673,0.5664
674,0.5722
675,0.5983
676,0.6034
677,0.4865
678,0.5823
679,0.558
680,0.5851
681,0.4798
682,0.5251
683,0.453
684,0.5295
685,0.5876
686,0.4627
687,0.58
688,0.6175
689,0.5387
690,0.5739
691,0.545
692,0.5428
693,0.5683
694,0.5897
695,0.6001
696,0.5303
697,0.5934
698,0.5395
699,0.5718
700,0.6075
701,0.5781
702,0.5763
703,0.5515
704,0.5638
705,0.584
706,0.5306
707,0.5901
708,0.5567
709,0.5755
710,0.5426
711,0.5433
712,0.4742
713,0.5508
714,0.5581
715,0.577
716,0.5662
717,0.6207
718,0.6235
719,0.5949
720,0.5699
721,0.5719
722,0.6036
723,0.5427
724,0.5339
725,0.5571
726,0.5503
727,0.5838
728,0.5213
729,0.5287
730,0.5053
731,0.5556
732,0.5534
733,0.5454
734,0.5965
735,0.5193
736,0.4887
737,0.5973
738,0.5563
739,0.5874
740,0.5545
741,0.5828
742,0.5073
743,0.5602
744,0.4973
745,0.5267
746,0.5266
747,0.5128
748,0.603
749,0.551
750,0.5748
751,0.6038
752,0.5495
753,0.5924
754,0.5522
755,0.5905
756,0.5508
757,0.5543
758,0.5723
759,0.5551
760,0.5361
761,0.5699
762,0.5357
763,0.5675
764,0.577
765,0.5862
766,0.4776
767,0.536
768,0.5269
769,0.5983
770,0.5136
771,0.6165
772,0.5481
773,0.56
774,0.58
775,0.4781
776,0.6121
777,0.5728
778,0.5979
779,0.5206
780,0.5064
781,0.5908
782,0.5161
783,0.5458
784,0.6004
785,0.559
786,0.6248
787,0.5842
788,0.5328
789,0.562
790,0.5528
791,0.5656
792,0.5451
793,0.5254
794,0.4911
795,0.5489
796,0.5698
797,0.5352
798,0.5678
799,0.5523
800,0.4934
801,0.6022
802,0.5339
803,0.555
804,0.5396
805,0.5242
806,0.5859
807,0.5185
808,0.6229
809,0.5277
810,0.6019
811,0.5891
812,0.552
813,0.5255
814,0.5921
815,0.5663
816,0.6124
817,0.616
818,0.5242
819,0.5758
820,0.5995
821,0.5552
822,0.5355
823,0.4702
824,0.4951
825,0.5408
826,0.5553
827,0.5737
828,0.6171
829,0.5654
830,0.555
831,0.536
832,0.5131
833,0.5106
834,0.5497
835,0.5377
836,0.5332
837,0.5602
838,0.465
839,0.508
840,0.5094
841,0.5703
842,0.5352
843,0.5221
844,0.5493
845,0.5728
846,0.5588
847,0.4992
848,0.5125
849,0.5356
850,0.5028
851,0.5605
852,0.5413
853,0.5273
854,0.5077
855,0.5388
856,0.4851
857,0.525
858,0.4563
859,0.5555
860,0.5372
861,0.6046
862,0.4766
863,0.5667
864,0.5754
865,0.5732
866,0.5414
867,0.5753
868,0.5752
869,0.536
870,0.5896
871,0.5531
872,0.5945
873,0.6043
874,0.5908
875,0.56
876,0.5962
877,0.5589
878,0.622
879,0.5426
880,0.5554
881,0.5589
882,0.4948
883,0.5538
884,0.5579
885,0.5931
886,0.5511
887,0.6215
888,0.5192
889,0.5756
890,0.536
891,0.5381
892,0.5681
893,0.5344
894,0.5088
895,0.4571
896,0.5959
897,0.5531
898,0.5312
899,0.5778
900,0.5649
901,0.5678
902,0.6059
903,0.5095
904,0.5506
905,0.4864
906,0.4005
907,0.6198
908,0.548
909,0.5421
910,0.3476
911,0.5564
912,0.6644
913,0.5345
914,0.5158
915,0.5079
916,0.5157
917,0.4827
918,0.5973
919,0.5588
920,0.5189
921,0.4324
922,0.5686
923,0.5751
924,0.5737
925,0.5209
926,0.5404
927,0.5766
928,0.4799
929,0.5021
930,0.5253
931,0.5605
932,0.5707
933,0.48
934,0.4465
935,0.4816
936,0.542
937,0.5947
938,0.6108
939,0.5606
940,0.5956
941,0.5834
942,0.5444
943,0.5734
944,0.6008
945,0.6011
946,0.5877
947,0.5695
948,0.5863
949,0.5661
950,0.4996
951,0.5731
952,0.5287
953,0.5869
954,0.5192
955,0.604
956,0.6149
957,0.592
958,0.6061
959,0.6412
960,0.6027
961,0.5198
962,0.5109
963,0.5698
964,0.5111
965,0.5253
966,0.4985
967,0.5361
968,0.5835
969,0.5739
970,0.6051
971,0.5327
972,0.5409
973,0.5563
974,0.5856
975,0.4901
976,0.3782
977,0.5391
978,0.6093
979,0.551
980,0.5148
981,0.528
982,0.5888
983,0.574
984,0.5621
985,0.6035
986,0.5888
987,0.5381
988,0.5208
989,0.5571
990,0.6027
991,0.5297
992,0.5839
993,0.6021
994,0.4505
995,0.533
996,0.5285
997,0.5433
998,0.6033
999,0.5649
1000,0.5114
1001,0.5231
1002,0.5386
1003,0.5252
1004,0.5677
1005,0.4824
1006,0.528
1007,0.5572
1008,0.5766
1009,0.5508
1010,0.5826
1011,0.6003
1012,0.6228
1013,0.4811
1014,0.5854
1015,0.5207
1016,0.5918
1017,0.5191
1018,0.5756
1019,0.5539
1020,0.5603
1021,0.5859
1022,0.5906
1023,0.5467
1024,0.5462
1025,0.5397
1026,0.5491
1027,0.6201
1028,0.6119
1029,0.5546
1030,0.5659
1031,0.5755
1032,0.5877
1033,0.5179
1034,0.525
1035,0.5763
1036,0.5802
1037,0.5356
1038,0.5864
1039,0.4797
1040,0.5382
1041,0.5917
1042,0.5802
1043,0.5222
1044,0.5755
1045,0.6205
1046,0.4625
1047,0.5745
1048,0.5441
1049,0.5926
1050,0.56
1051,0.5627
1052,0.5573
1053,0.5895
1054,0.5441
1055,0.5792
1056,0.5166
1057,0.5871
1058,0.5589
1059,0.5853
1060,0.5639
1061,0.4815
1062,0.5573
1063,0.5416
1064,0.5617
1065,0.6
1066,0.5926
1067,0.5692
1068,0.5204
1069,0.5293
1070,0.6048
1071,0.5072
1072,0.565
1073,0.6129
1074,0.5534
1075,0.5522
1076,0.5835
1077,0.5031
1078,0.5986
1079,0.4924
1080,0.5129
1081,0.5537
1082,0.6063
1083,0.564
1084,0.5961
1085,0.5904
1086,0.5958
1087,0.485
1088,0.5302
1089,0.5678
1090,0.6235
1091,0.5857
1092,0.4767
1093,0.5907
1094,0.5547
1095,0.491
1096,0.5175
1097,0.5292
1098,0.5288
1099,0.5468
1100,0.5943
1101,0.5047
1102,0.6029
1103,0.4933
1104,0.5302
1105,0.5867
1106,0.5377
1107,0.6084
1108,0.5921
1109,0.5811
1110,0.5256
1111,0.6291
1112,0.5326
1113,0.5961
1114,0.565
1115,0.5892
1116,0.5601
1117,0.5642
1118,0.5567
1119,0.4601
1120,0.5728
1121,0.5226
1122,0.5434
1123,0.5496
1124,0.5601
1125,0.5578
1126,0.5204
1127,0.4948
1128,0.5384
1129,0.6141
1130,0.5778
1131,0.5665
1132,0.6155
1133,0.5668
1134,0.5117
1135,0.5749
1136,0.5458
1137,0.6201
1138,0.531
1139,0.5755
1140,0.547
1141,0.489
1142,0.5393
1143,0.4833
1144,0.5234
1145,0.5056
1146,0.5895
1147,0.5544
1148,0.5992
1149,0.5989
1150,0.5674
1151,0.612
1152,0.5045
1153,0.5946
1154,0.6007
1155,0.5498
1156,0.4325
1157,0.5454
1158,0.5891
1159,0.6016
1160,0.5601
1161,0.5321
1162,0.5924
1163,0.6325
1164,0.5679
1165,0.5424
1166,0.548
1167,0.5678
1168,0.5659
1169,0.5972
1170,0.583
1171,0.4362
1172,0.5689
1173,0.562
1174,0.5621
1175,0.5343
1176,0.5904
1177,0.5116
1178,0.5602
1179,0.529
1180,0.501
1181,0.5237
1182,0.5401
1183,0.6102
1184,0.5446
1185,0.5853
1186,0.5139
1187,0.588
1188,0.6126
1189,0.5574
1190,0.5412
1191,0.5294
1192,0.5933
1193,0.5479
1194,0.5253
1195,0.6162
1196,0.4943
1197,0.5417
1198,0.5896
1199,0.5745
1200,0.5961
1201,0.5719
1202,0.6151
1203,0.5885
1204,0.5538
1205,0.5651
1206,0.5308
1207,0.5651
1208,0.5577
1209,0.3294
1210,0.5509
1211,0.5824
1212,0.5438
1213,0.5364
1214,0.6004
1215,0.5886
1216,0.5559
1217,0.4665
1218,0.4702
1219,0.4483
1220,0.572
1221,0.5532
1222,0.5816
1223,0.5702
1224,0.5725
1225,0.5117
1226,0.5801
1227,0.5439
1228,0.5381
1229,0.5898
1230,0.5284
1231,0.522
1232,0.5936
1233,0.5678
1234,0.6189
1235,0.5183
1236,0.5711
1237,0.494
1238,0.5315
1239,0.6254
1240,0.5304
1241,0.6045
1242,0.51
1243,0.5307
1244,0.5266
1245,0.4579
1246,0.5566
1247,0.5615
1248,0.5348
1249,0.5426
1250,0.5649
1251,0.5935
1252,0.6055
1253,0.5568
1254,0.5896
1255,0.5899
1256,0.5489
1257,0.4499
1258,0.542
1259,0.4653
1260,0.5791
1261,0.5863
1262,0.5249
1263,0.5373
1264,0.5354
1265,0.5789
1266,0.5903
1267,0.5846
1268,0.5589
1269,0.6286
1270,0.5771
1271,0.5158
1272,0.3685
1273,0.533
1274,0.5635
1275,0.5963
1276,0.5185
1277,0.4987
1278,0.5848
1279,0.6265
1280,0.4676
1281,0.5929
1282,0.5466
1283,0.556
1284,0.566
1285,0.4678
1286,0.492
1287,0.5101
1288,0.5385
1289,0.4957
1290,0.51
1291,0.5648
1292,0.5273
1293,0.6414
1294,0.5869
1295,0.4372
1296,0.5737
1297,0.4525
1298,0.5545
1299,0.5757
1300,0.5555
1301,0.6207
1302,0.5494
1303,0.5558
1304,0.5599
1305,0.5239
1306,0.5616
1307,0.653
1308,0.5837
1309,0.6055
1310,0.4982
1311,0.4917
1312,0.5675
1313,0.5518
1314,0.6248
1315,0.5277
1316,0.5847
1317,0.5861
1318,0.5844
1319,0.5197
1320,0.549
1321,0.5795
1322,0.585
1323,0.6382
1324,0.5681
1325,0.6296
1326,0.532
1327,0.5393
1328,0.4722
1329,0.6151
1330,0.5349
1331,0.6248
1332,0.6098
1333,0.5578
1334,0.5608
1335,0.5388
1336,0.5667
1337,0.4921
1338,0.436
1339,0.5258
1340,0.5415
1341,0.5963
1342,0.5958
1343,0.5295
1344,0.6001
1345,0.5447
1346,0.5555
1347,0.5821
1348,0.4423
1349,0.5576
1350,0.5931
1351,0.5365
1352,0.488
1353,0.401
1354,0.5692
1355,0.4973
1356,0.4843
1357,0.5796
1358,0.605
1359,0.5279
1360,0.5683
1361,0.5877
1362,0.5426
1363,0.5459
1364,0.3213
1365,0.5455
1366,0.6088
1367,0.6337
1368,0.5632
1369,0.6492
1370,0.5444
1371,0.5917
1372,0.5389
1373,0.5711
1374,0.5717
1375,0.6102
1376,0.5068
1377,0.5871
1378,0.5394
1379,0.5756
1380,0.573
1381,0.4686
1382,0.5251
1383,0.5151
1384,0.5363
1385,0.6076
1386,0.5777
1387,0.5781
1388,0.5641
1389,0.5827
1390,0.5351
1391,0.5785
1392,0.5696
1393,0.5707
1394,0.6046
1395,0.6193
1396,0.5682
1397,0.5746
1398,0.5678
1399,0.5552
1400,0.54
1401,0.5836
1402,0.5461
1403,0.5873
1404,0.5236
1405,0.5484
1406,0.5981
1407,0.6054
1408,0.584
1409,0.5422
1410,0.5582
1411,0.504
1412,0.5884
1413,0.6152
1414,0.5647
1415,0.5241
1416,0.4893
1417,0.5191
1418,0.5928
1419,0.6216
1420,0.5496
1421,0.5529
1422,0.5114
1423,0.498
1424,0.5078
1425,0.5971
1426,0.569
1427,0.5475
1428,0.6116
1429,0.5931
1430,0.6225
1431,0.5745
1432,0.4443
1433,0.5321
1434,0.574
1435,0.5834
1436,0.5961
1437,0.5619
1438,0.5167
1439,0.5832
1440,0.549
1441,0.5662
1442,0.6235
1443,0.5067
1444,0.5797
1445,0.5715
1446,0.5924
1447,0.5341
1448,0.4961
1449,0.5907
1450,0.5887
1451,0.5341
1452,0.4712
1453,0.6108
1454,0.5209
1455,0.5672
1456,0.5389
1457,0.5189
1458,0.5467
1459,0.5932
1460,0.5907
1461,0.5563
1462,0.4835
1463,0.5508
1464,0.5381
1465,0.5663
1466,0.5263
1467,0.5318
1468,0.5614
1469,0.6138
1470,0.5921
1471,0.4282
1472,0.6
1473,0.5718
1474,0.57
1475,0.4895
1476,0.5853
1477,0.5946
1478,0.4387
1479,0.5719
1480,0.5654
1481,0.5983
1482,0.581
1483,0.5804
1484,0.6075
1485,0.5782
1486,0.5903
1487,0.5202
1488,0.53
1489,0.5533
1490,0.5743
1491,0.6132
1492,0.482
1493,0.6169
1494,0.4607
1495,0.568
1496,0.5581
1497,0.5846
1498,0.269
1499,0.4104
1500,0.5206
1501,0.5396
1502,0.5402
1503,0.5468
1504,0.5016
1505,0.5641
1506,0.5684
1507,0.5626
1508,0.5734
1509,0.5471
1510,0.5741
1511,0.5651
1512,0.5659
1513,0.5276
1514,0.5762
1515,0.5042
1516,0.3544
1517,0.4031
1518,0.539
1519,0.5078
1520,0.5771
1521,0.5026
1522,0.5175
1523,0.5421
1524,0.5115
1525,0.5645
1526,0.5644
1527,0.5772
1528,0.4895
1529,0.5458
1530,0.5561
1531,0.5171
1532,0.565
1533,0.5711
1534,0.4892
1535,0.5184
1536,0.5663
1537,0.5512
1538,0.5182
1539,0.4057
1540,0.5536
1541,0.547
1542,0.5794
1543,0.5659
1544,0.5085
1545,0.556
1546,0.5638
1547,0.5456
1548,0.6017
1549,0.5719
1550,0.529
1551,0.5669
1552,0.5354
1553,0.609
1554,0.5504
1555,0.5463
1556,0.4938
1557,0.533
1558,0.4407
1559,0.547
1560,0.4964
1561,0.5723
1562,0.5994
1563,0.5071
1564,0.5054
1565,0.5892
1566,0.4568
1567,0.6089
1568,0.4934
1569,0.6542
1570,0.6251
1571,0.5268
1572,0.5099
1573,0.5787
1574,0.5479
1575,0.5649
1576,0.4546
1577,0.5641
1578,0.6005
1579,0.5942
1580,0.5087
1581,0.5548
1582,0.5546
1583,0.6242
1584,0.5481
1585,0.5814
1586,0.5068
1587,0.584
1588,0.4661
1589,0.5543
1590,0.603
1591,0.5034
1592,0.5829
1593,0.5401
1594,0.5776
1595,0.5027
1596,0.5628
1597,0.5603
1598,0.5814
1599,0.5416
1600,0.5862
1601,0.4481
1602,0.5545
1603,0.5564
1604,0.5479
1605,0.6159
1606,0.5166
1607,0.5001
1608,0.5753
1609,0.5663
1610,0.5384
1611,0.5654
1612,0.6036
1613,0.525
1614,0.5138
1615,0.6008
1616,0.5822
1617,0.5303
1618,0.5561
1619,0.5655
1620,0.6018
1621,0.5392
1622,0.5869
1623,0.5724
1624,0.6117
1625,0.5672
1626,0.57
1627,0.5902
1628,0.5304
1629,0.578
1630,0.4607
1631,0.5237
1632,0.602
1633,0.5997
1634,0.5238
1635,0.5714
1636,0.5277
1637,0.6158
1638,0.5157
1639,0.5452
1640,0.5358
1641,0.5628
1642,0.5527
1643,0.6373
1644,0.5865
1645,0.541
1646,0.4663
1647,0.5654
1648,0.5973
1649,0.5924
1650,0.5689
1651,0.5604
1652,0.5266
1653,0.5085
1654,0.4985
1655,0.5239
1656,0.5002
1657,0.56
1658,0.5531
1659,0.5429
1660,0.566
1661,0.5568
1662,0.5554
1663,0.5794
1664,0.6258
1665,0.5439
1666,0.5277
1667,0.5352
1668,0.4701
1669,0.5332
1670,0.5623
1671,0.591
1672,0.5307
1673,0.5605
1674,0.5751
1675,0.6248
1676,0.6013
1677,0.5709
1678,0.5976
1679,0.6211
1680,0.5538
1681,0.5893
1682,0.5731
1683,0.5698
1684,0.5848
1685,0.5369
1686,0.5388
1687,0.5919
1688,0.5742
1689,0.5652
1690,0.5333
