,rank
2973,6
2974,5
2975,5
2976,8
2977,8
2978,8
2979,5
2980,10
2981,7
2982,8
2983,7
2984,14
2985,7
2986,26
2987,6
2988,9
2989,23
2990,7
2991,5
2992,5
2993,6
2994,8
2995,7
2996,16
2997,8
2998,7
2999,10
3000,3
3001,8
3002,9
3003,3
3004,13
3005,6
3006,5
3007,12
3008,20
3009,6
3010,7
3011,5
3012,14
3013,11
3014,6
3015,13
3016,6
3017,19
3018,10
3019,25
3020,10
3021,7
3022,8
3023,10
3024,8
3025,8
3026,17
3027,10
3028,11
3029,24
3030,8
3031,7
3032,4
3033,6
3034,10
3035,16
3036,6
3037,6
3038,11
3039,7
3040,7
3041,3
3042,5
3043,8
3044,13
3045,5
3046,8
3047,7
3048,8
3049,5
3050,8
3051,5
3052,9
3053,7
3054,4
3055,7
3056,7
3057,17
3058,4
3059,5
3060,13
3061,10
3062,12
3063,11
3064,6
3065,7
3066,19
3067,7
3068,3
3069,10
3070,12
3071,6
3072,7
3073,4
3074,5
3075,13
3076,6
3077,9
3078,8
3079,6
3080,34
3081,3
3082,8
3083,10
3084,3
3085,5
3086,6
3087,5
3088,5
3089,5
3090,13
3091,5
3092,16
3093,2
3094,5
3095,6
3096,13
3097,10
3098,6
3099,4
3100,5
3101,6
3102,8
3103,5
3104,4
3105,10
3106,10
3107,21
3108,6
3109,14
3110,8
3111,14
3112,7
3113,5
3114,5
3115,5
3116,12
3117,7
3118,13
3119,5
3120,7
3121,8
3122,6
3123,6
3124,12
3125,9
3126,9
3127,11
3128,10
3129,10
3130,10
3131,6
3132,6
3133,7
3134,7
3135,5
3136,15
3137,13
3138,15
3139,11
3140,5
3141,5
3142,7
3143,10
3144,18
3145,6
3146,19
3147,8
3148,6
3149,8
3150,4
3151,10
3152,7
3153,11
3154,3
3155,9
3156,22
3157,4
3158,7
3159,6
3160,6
3161,8
3162,5
3163,54
3164,8
3165,3
3166,5
3167,8
3168,7
3169,5
3170,6
3171,13
3172,7
3173,15
3174,6
3175,5
3176,7
3177,17
3178,11
3179,7
3180,7
3181,15
3182,10
3183,8
3184,7
3185,5
3186,4
3187,10
3188,8
3189,7
3190,18
3191,8
3192,11
3193,5
3194,7
3195,7
3196,14
3197,3
3198,4
3199,9
3200,8
3201,7
3202,10
3203,6
3204,8
3205,17
3206,11
3207,3
3208,5
3209,11
3210,13
3211,7
3212,8
3213,7
3214,12
3215,5
3216,3
3217,9
3218,8
3219,7
3220,12
3221,8
3222,14
3223,21
3224,6
3225,5
3226,6
3227,10
3228,7
3229,6
3230,8
3231,14
3232,6
3233,6
3234,7
3235,8
3236,5
3237,6
3238,6
3239,5
3240,10
3241,8
3242,8
3243,12
3244,6
3245,9
3246,7
3247,7
3248,4
3249,3
3250,22
3251,11
3252,12
3253,12
3254,12
3255,6
3256,3
3257,6
3258,8
3259,5
3260,2
3261,3
3262,19
3263,8
3264,5
3265,4
3266,10
3267,5
3268,6
3269,10
3270,8
3271,6
3272,12
3273,10
3274,6
3275,12
3276,6
3277,5
3278,6
3279,5
3280,21
3281,19
3282,52
3283,4
3284,10
3285,5
3286,7
3287,12
3288,5
3289,9
3290,7
3291,10
3292,10
3293,12
3294,13
3295,6
3296,4
3297,6
3298,3
3299,12
3300,13
3301,4
3302,8
3303,10
3304,7
3305,7
3306,6
3307,13
3308,31
3309,6
3310,11
3311,9
3312,22
3313,8
3314,29
3315,15
3316,6
3317,7
3318,12
3319,11
3320,14
3321,9
3322,11
3323,11
3324,6
3325,8
3326,6
3327,26
3328,9
3329,8
3330,6
3331,7
3332,7
3333,7
3334,5
3335,7
3336,7
3337,12
3338,6
3339,5
3340,6
3341,6
3342,7
3343,9
3344,11
3345,7
3346,13
3347,7
3348,6
3349,8
3350,16
3351,4
3352,5
3353,5
3354,10
3355,6
3356,8
3357,15
3358,6
3359,6
3360,3
3361,5
3362,3
3363,8
3364,10
3365,7
3366,7
3367,6
3368,7
3369,7
3370,12
3371,5
3372,8
3373,9
3374,7
3375,4
3376,5
3377,5
3378,7
3379,6
3380,4
3381,6
3382,23
3383,11
3384,13
3385,8
3386,5
3387,7
3388,5
3389,10
3390,6
3391,5
3392,7
3393,7
3394,15
3395,13
3396,9
3397,6
3398,7
3399,5
3400,74
3401,13
3402,5
3403,4
3404,21
3405,11
3406,23
3407,4
3408,9
3409,5
3410,5
3411,4
3412,8
3413,4
3414,2
3415,9
3416,11
3417,9
3418,8
3419,19
3420,10
3421,5
3422,16
3423,11
3424,8
3425,4
3426,61
3427,11
3428,10
3429,6
3430,4
3431,5
3432,10
3433,9
3434,16
3435,8
3436,10
3437,5
3438,8
3439,7
3440,19
3441,27
3442,6
3443,8
3444,11
3445,13
3446,16
3447,4
3448,15
3449,3
3450,5
3451,7
3452,6
3453,8
3454,9
3455,9
3456,8
3457,11
3458,6
3459,10
3460,4
3461,5
3462,17
3463,5
3464,6
3465,6
3466,4
3467,15
3468,11
3469,22
3470,10
3471,36
3472,30
3473,6
3474,6
3475,7
3476,15
3477,6
3478,11
3479,6
3480,11
3481,5
3482,15
3483,5
3484,9
3485,9
3486,8
3487,4
3488,7
3489,3
3490,7
3491,11
3492,6
3493,5
3494,14
3495,6
3496,5
3497,10
3498,7
3499,14
3500,9
3501,7
3502,8
3503,9
3504,6
3505,4
3506,3
3507,10
3508,18
3509,9
3510,19
3511,7
3512,7
3513,9
3514,11
3515,6
3516,3
3517,6
3518,8
3519,9
3520,4
3521,6
3522,11
3523,7
3524,15
3525,6
3526,6
3527,6
3528,8
3529,9
3530,6
3531,15
3532,10
3533,12
3534,8
3535,6
3536,10
3537,7
3538,4
3539,5
3540,5
3541,8
3542,9
3543,5
3544,9
3545,7
3546,3
3547,7
3548,11
3549,8
3550,7
3551,8
3552,12
3553,8
3554,8
3555,17
3556,13
3557,4
3558,5
3559,12
3560,10
3561,8
3562,7
3563,6
3564,6
3565,18
3566,8
3567,5
3568,7
3569,14
3570,10
3571,6
3572,6
3573,6
3574,6
3575,2
3576,5
3577,6
3578,8
3579,5
3580,2
3581,3
3582,18
3583,11
3584,9
3585,6
3586,5
3587,14
3588,11
3589,21
3590,7
3591,5
3592,10
3593,11
3594,14
3595,11
3596,7
3597,9
3598,5
3599,12
3600,8
3601,13
3602,5
3603,8
3604,5
3605,5
3606,9
3607,4
3608,3
3609,15
3610,11
3611,5
3612,21
3613,12
3614,7
3615,23
3616,9
3617,7
3618,11
3619,5
3620,6
3621,9
3622,8
3623,6
3624,5
3625,8
3626,7
3627,7
3628,8
3629,11
3630,6
3631,15
3632,9
3633,4
3634,30
3635,11
3636,3
3637,8
3638,5
3639,6
3640,10
3641,5
3642,5
3643,12
3644,6
3645,17
3646,6
3647,8
3648,14
3649,13
3650,8
3651,4
3652,5
3653,8
3654,8
3655,5
3656,16
3657,5
3658,13
3659,12
3660,5
3661,10
3662,9
3663,8
3664,14
3665,13
3666,5
3667,6
3668,7
3669,13
3670,8
3671,13
3672,7
3673,8
3674,13
3675,5
3676,7
3677,7
3678,7
3679,35
3680,11
3681,2
3682,4
3683,3
3684,7
3685,2
3686,6
3687,5
3688,8
3689,21
3690,13
3691,9
3692,11
3693,5
3694,11
3695,6
3696,11
3697,4
3698,7
3699,10
3700,4
3701,9
3702,8
3703,9
3704,8
3705,23
3706,10
3707,8
3708,7
3709,5
3710,6
3711,4
3712,12
3713,12
3714,7
3715,17
3716,7
3717,6
3718,11
3719,5
3720,4
3721,5
3722,7
3723,14
3724,6
3725,10
3726,13
3727,6
3728,14
3729,5
3730,10
3731,9
3732,6
3733,3
3734,4
3735,14
3736,15
3737,12
3738,1
3739,12
3740,3
3741,6
3742,7
3743,16
3744,14
3745,6
3746,5
3747,5
3748,6
3749,6
3750,8
3751,6
3752,5
3753,9
3754,12
3755,13
3756,5
3757,4
3758,6
3759,6
3760,6
3761,7
3762,6
3763,8
3764,6
3765,9
3766,12
3767,14
3768,5
3769,5
3770,7
3771,9
3772,15
3773,4
3774,7
3775,4
3776,7
3777,9
3778,49
3779,6
3780,5
3781,6
3782,75
3783,5
3784,37
3785,5
3786,11
3787,13
3788,10
3789,7
3790,10
3791,10
3792,4
3793,2
3794,5
3795,5
3796,16
3797,23
3798,7
3799,6
3800,6
3801,9
3802,16
3803,5
3804,6
3805,72
3806,12
3807,8
3808,9
3809,10
3810,10
3811,7
3812,21
3813,11
3814,7
3815,10
3816,10
3817,15
3818,15
3819,4
3820,11
3821,16
3822,11
3823,8
3824,13
3825,9
3826,12
3827,7
3828,6
3829,12
3830,16
3831,7
3832,6
3833,7
3834,5
3835,3
3836,6
3837,7
3838,14
3839,10
3840,11
3841,7
3842,9
3843,4
3844,6
3845,12
3846,6
3847,5
3848,6
3849,6
3850,13
3851,53
3852,10
3853,5
3854,11
3855,10
3856,12
3857,7
3858,29
3859,5
3860,26
3861,23
3862,6
3863,7
3864,5
3865,5
3866,14
3867,15
3868,11
3869,5
3870,5
3871,13
3872,5
3873,31
3874,5
3875,10
3876,6
3877,9
3878,17
3879,7
3880,19
3881,14
3882,14
3883,8
3884,9
3885,12
3886,6
3887,4
3888,9
3889,9
3890,12
3891,24
3892,7
3893,2
3894,10
3895,5
3896,4
3897,6
3898,18
3899,9
3900,12
3901,6
3902,6
3903,7
3904,4
3905,5
3906,7
3907,66
3908,10
3909,9
3910,10
3911,12
3912,8
3913,4
3914,11
3915,11
3916,7
3917,10
3918,6
3919,6
3920,3
3921,5
3922,6
3923,6
3924,14
3925,6
3926,16
3927,6
3928,17
3929,15
3930,7
3931,9
3932,6
3933,7
3934,7
3935,13
3936,5
3937,7
3938,2
3939,13
3940,12
3941,6
3942,11
3943,8
3944,13
3945,3
3946,6
3947,7
3948,9
3949,20
3950,8
3951,6
3952,5
3953,6
3954,7
3955,8
3956,11
3957,5
3958,5
3959,3
3960,5
3961,42
3962,8
3963,7
3964,7
3965,2
3966,5
3967,2
3968,8
3969,3
3970,12
3971,5
3972,13
3973,13
3974,7
3975,6
3976,7
3977,11
3978,12
3979,6
3980,12
3981,6
3982,5
3983,8
3984,5
3985,9
3986,7
3987,10
3988,8
3989,8
3990,10
3991,6
3992,7
3993,8
3994,6
3995,6
3996,2
3997,4
3998,5
3999,4
4000,5
4001,9
4002,4
4003,5
4004,8
4005,12
4006,8
4007,7
4008,5
4009,8
4010,5
4011,5
4012,13
4013,11
4014,7
4015,8
4016,17
4017,8
4018,6
4019,11
4020,11
4021,4
4022,3
4023,7
4024,6
4025,11
4026,6
4027,9
4028,12
4029,10
4030,6
4031,10
4032,7
4033,5
4034,5
4035,9
4036,6
4037,12
4038,5
4039,3
4040,8
4041,7
4042,5
4043,7
4044,4
4045,8
4046,11
4047,30
4048,24
4049,3
4050,5
4051,6
4052,4
4053,6
4054,6
4055,4
4056,5
4057,3
4058,5
4059,11
4060,3
4061,15
4062,6
4063,9
4064,5
4065,8
4066,6
4067,19
4068,5
4069,7
4070,10
4071,8
4072,7
4073,6
4074,10
4075,3
4076,5
4077,10
4078,3
4079,2
4080,11
4081,8
4082,7
4083,11
4084,5
4085,9
4086,15
4087,13
4088,13
4089,4
4090,5
4091,23
4092,8
4093,10
4094,6
4095,6
4096,12
4097,15
4098,6
4099,6
4100,14
4101,6
4102,12
4103,3
4104,5
4105,8
4106,6
4107,13
4108,5
4109,6
4110,6
4111,14
4112,7
4113,6
4114,7
4115,8
4116,13
4117,7
4118,8
4119,6
4120,10
4121,5
4122,7
4123,8
4124,11
4125,5
4126,6
4127,5
4128,6
4129,5
4130,7
4131,5
4132,7
4133,11
4134,6
4135,13
4136,20
4137,9
4138,3
4139,9
4140,4
4141,11
4142,4
4143,7
4144,16
4145,13
4146,10
4147,8
4148,13
4149,6
4150,7
4151,6
4152,7
4153,6
4154,6
4155,6
4156,7
4157,12
4158,9
4159,5
4160,7
4161,8
4162,11
4163,6
4164,10
4165,13
4166,9
4167,9
4168,8
4169,10
4170,4
4171,8
4172,12
4173,7
4174,4
4175,5
4176,7
4177,3
4178,7
4179,5
4180,14
4181,8
4182,7
4183,6
4184,6
4185,8
4186,5
4187,7
4188,6
4189,4
4190,8
4191,20
4192,6
4193,13
4194,12
4195,5
4196,6
4197,10
4198,5
4199,5
4200,10
4201,11
4202,6
4203,6
4204,7
4205,6
4206,6
4207,11
4208,12
4209,4
4210,10
4211,5
4212,14
4213,12
4214,6
4215,5
4216,10
4217,7
4218,13
4219,4
4220,6
4221,5
4222,3
4223,6
4224,23
4225,14
4226,12
4227,6
4228,9
4229,12
4230,6
4231,9
4232,4
4233,11
4234,8
4235,8
4236,10
4237,9
4238,5
4239,5
4240,11
4241,9
4242,6
4243,11
4244,5
4245,5
4246,12
4247,6
4248,20
4249,5
4250,7
4251,5
4252,14
4253,7
4254,11
4255,7
4256,3
4257,5
4258,11
4259,7
4260,5
4261,12
4262,8
4263,5
4264,10
4265,3
4266,8
4267,5
4268,11
4269,9
4270,8
4271,5
4272,5
4273,7
4274,7
4275,7
4276,9
4277,5
4278,8
4279,8
4280,12
4281,5
4282,14
4283,7
4284,7
4285,5
4286,8
4287,8
4288,7
4289,8
4290,14
4291,8
4292,6
4293,9
4294,13
4295,9
4296,6
4297,10
4298,8
4299,10
4300,8
4301,18
4302,7
4303,9
4304,6
4305,6
4306,14
4307,11
4308,9
4309,7
4310,16
4311,3
4312,20
4313,12
4314,4
4315,9
4316,5
4317,17
4318,5
4319,6
4320,8
4321,8
4322,7
4323,10
4324,10
4325,8
4326,12
4327,8
4328,5
4329,4
4330,11
4331,18
4332,8
4333,5
4334,8
4335,3
4336,12
4337,5
4338,5
4339,7
4340,6
4341,6
4342,16
4343,5
4344,13
4345,6
4346,9
4347,6
4348,11
4349,6
4350,13
4351,10
4352,4
4353,8
4354,11
4355,8
4356,8
4357,9
4358,5
4359,6
4360,7
4361,7
4362,5
4363,10
4364,10
4365,10
4366,34
4367,16
4368,44
4369,14
4370,59
4371,12
4372,7
4373,6
4374,5
4375,23
4376,12
4377,5
4378,7
4379,8
4380,7
4381,14
4382,9
4383,16
4384,11
4385,10
4386,8
4387,5
4388,6
4389,5
4390,4
4391,11
4392,14
4393,11
4394,10
4395,7
4396,5
4397,8
4398,8
4399,11
4400,5
4401,3
4402,5
4403,8
4404,7
4405,13
4406,10
4407,5
4408,16
4409,7
4410,8
4411,7
4412,10
4413,11
4414,5
4415,5
4416,34
4417,56
4418,2
4419,8
4420,16
4421,9
4422,13
4423,4
4424,10
4425,8
4426,3
4427,6
4428,12
4429,4
4430,5
4431,7
4432,11
4433,11
4434,6
4435,6
4436,25
4437,8
4438,2
4439,13
4440,11
4441,5
4442,8
4443,6
4444,5
4445,8
4446,5
4447,5
4448,9
4449,18
4450,7
4451,8
4452,8
4453,35
4454,11
4455,8
4456,7
4457,8
4458,10
4459,9
4460,12
4461,15
4462,8
4463,11
4464,8
4465,9
4466,13
4467,7
4468,9
4469,14
4470,15
4471,7
4472,7
4473,19
4474,14
4475,8
4476,5
4477,5
4478,7
4479,13
4480,9
4481,6
4482,14
4483,6
4484,12
4485,6
4486,6
4487,8
4488,8
4489,7
4490,9
4491,14
4492,4
4493,9
4494,8
4495,16
4496,14
4497,6
4498,8
4499,4
4500,10
4501,14
4502,15
4503,5
4504,4
4505,5
4506,17
4507,6
4508,7
4509,7
4510,7
4511,9
4512,10
4513,8
4514,8
4515,9
4516,8
4517,5
4518,5
4519,22
4520,8
4521,21
4522,9
4523,5
4524,9
4525,2
4526,9
4527,19
4528,11
4529,9
4530,10
4531,7
4532,5
4533,5
4534,9
4535,4
4536,10
4537,7
4538,16
4539,4
4540,15
4541,8
4542,5
4543,6
4544,5
4545,10
4546,14
4547,7
4548,22
4549,6
4550,10
4551,2
4552,8
4553,9
4554,7
4555,12
4556,3
4557,10
4558,9
4559,5
4560,7
4561,3
4562,8
4563,12
4564,15
4565,10
4566,9
4567,5
4568,5
4569,11
4570,2
4571,6
4572,20
4573,6
4574,6
4575,5
4576,15
4577,5
4578,9
4579,9
4580,8
4581,5
4582,10
4583,5
4584,15
4585,5
4586,8
4587,11
4588,5
4589,15
4590,5
4591,11
4592,8
4593,6
4594,7
4595,6
4596,5
4597,5
4598,17
4599,5
4600,13
4601,5
4602,6
4603,10
4604,13
4605,6
4606,5
4607,8
4608,20
4609,9
4610,3
4611,4
4612,14
4613,12
4614,6
4615,6
4616,8
4617,8
4618,5
4619,14
4620,4
4621,13
4622,8
4623,7
4624,17
4625,13
4626,7
4627,2
4628,20
4629,9
4630,12
4631,3
4632,6
4633,6
4634,7
4635,23
4636,10
4637,7
4638,14
4639,6
4640,10
4641,9
4642,13
4643,9
4644,30
4645,7
4646,17
4647,8
4648,6
4649,5
4650,10
4651,4
4652,9
4653,5
4654,6
4655,7
4656,9
4657,4
4658,6
4659,5
4660,10
4661,6
4662,5
4663,12
4664,6
4665,6
4666,10
4667,12
4668,4
4669,16
4670,5
4671,5
4672,19
4673,7
4674,6
4675,5
4676,18
4677,10
4678,11
4679,5
4680,6
4681,6
4682,5
4683,21
4684,7
4685,9
4686,12
4687,5
4688,5
4689,6
4690,5
4691,6
4692,5
4693,7
4694,12
4695,4
4696,6
4697,7
4698,13
4699,7
4700,12
4701,10
4702,13
4703,9
4704,5
4705,11
4706,11
4707,5
4708,7
4709,10
4710,4
4711,9
4712,10
4713,9
4714,17
4715,5
4716,8
4717,9
4718,12
4719,5
4720,6
4721,2
4722,4
4723,7
4724,22
4725,5
4726,7
4727,4
4728,7
4729,5
4730,8
4731,25
4732,7
4733,6
4734,8
4735,8
4736,5
4737,18
4738,8
4739,8
4740,13
4741,6
4742,7
4743,12
4744,16
4745,10
4746,6
4747,7
4748,103
4749,8
4750,16
4751,5
4752,6
4753,3
4754,6
4755,21
4756,3
4757,7
4758,13
4759,13
4760,8
4761,11
4762,6
4763,10
4764,18
4765,7
4766,5
4767,13
4768,6
4769,6
4770,5
4771,5
4772,5
4773,6
4774,9
4775,7
4776,10
4777,6
4778,6
4779,14
4780,9
4781,4
4782,6
4783,8
4784,16
4785,14
4786,8
4787,13
4788,3
4789,2
4790,10
4791,7
4792,4
4793,3
4794,14
4795,8
4796,13
4797,20
4798,11
4799,7
4800,4
4801,19
4802,10
4803,12
4804,14
4805,10
4806,18
4807,7
4808,12
4809,11
4810,8
4811,10
4812,5
4813,3
4814,8
4815,9
4816,7
4817,12
4818,13
4819,17
4820,7
4821,5
4822,3
4823,3
4824,5
4825,5
4826,6
4827,6
4828,25
4829,15
4830,5
4831,10
4832,10
4833,6
4834,11
4835,8
4836,9
4837,5
4838,7
4839,9
4840,34
4841,6
4842,6
4843,11
4844,16
4845,8
4846,8
4847,6
4848,5
4849,5
4850,7
4851,7
4852,5
4853,8
4854,4
4855,7
4856,12
4857,10
4858,6
4859,4
4860,30
4861,33
4862,6
4863,9
4864,9
4865,6
4866,7
4867,9
4868,5
4869,5
4870,6
4871,12
4872,5
4873,20
4874,10
4875,7
4876,12
4877,22
4878,6
4879,4
4880,14
4881,6
4882,14
4883,6
4884,6
4885,10
4886,6
4887,6
4888,8
4889,5
4890,4
4891,5
4892,9
4893,5
4894,7
4895,7
4896,15
4897,10
4898,11
4899,6
4900,5
4901,5
4902,4
4903,6
4904,8
4905,7
4906,6
4907,9
4908,14
4909,5
4910,6
4911,5
4912,4
4913,6
4914,8
4915,7
4916,11
4917,8
4918,6
4919,6
4920,10
4921,5
4922,10
4923,4
4924,9
4925,6
4926,18
4927,8
4928,12
4929,5
4930,6
4931,30
4932,8
4933,7
4934,13
4935,9
4936,7
4937,8
4938,4
4939,8
4940,10
4941,7
4942,4
4943,5
4944,8
4945,4
4946,6
4947,6
4948,37
4949,7
4950,8
4951,9
4952,13
4953,4
4954,7
4955,4
4956,12
4957,5
4958,8
4959,11
4960,7
4961,3
4962,13
4963,8
4964,6
4965,16
4966,10
4967,23
4968,7
4969,6
4970,15
4971,5
4972,6
4973,10
4974,7
4975,15
4976,6
4977,38
4978,7
4979,9
4980,5
4981,7
4982,23
4983,9
4984,9
4985,3
4986,6
4987,6
4988,5
4989,9
4990,7
4991,5
4992,4
4993,16
4994,8
4995,12
4996,7
4997,11
4998,10
4999,13
5000,19
5001,3
5002,5
5003,3
5004,4
5005,6
5006,10
5007,3
5008,6
5009,6
5010,8
5011,18
5012,5
5013,9
5014,7
5015,6
5016,8
5017,5
5018,5
5019,4
5020,14
5021,14
5022,8
5023,8
5024,5
5025,10
5026,14
5027,7
5028,12
5029,11
5030,21
5031,12
5032,10
5033,5
5034,6
5035,10
5036,10
5037,15
5038,18
5039,12
5040,9
5041,9
5042,9
5043,8
5044,7
5045,5
5046,30
5047,9
5048,8
5049,4
5050,7
5051,14
5052,18
5053,11
5054,7
5055,6
5056,8
5057,4
5058,14
5059,6
5060,9
5061,6
5062,3
5063,8
5064,10
5065,7
5066,4
5067,7
5068,4
5069,4
5070,18
5071,9
5072,22
5073,8
5074,7
5075,7
5076,8
5077,8
5078,7
5079,4
5080,5
5081,7
5082,6
5083,6
5084,6
5085,26
5086,8
5087,6
5088,6
5089,7
5090,6
5091,9
5092,4
5093,8
5094,17
5095,11
5096,7
5097,5
5098,7
5099,8
5100,6
5101,2
5102,6
5103,5
5104,29
5105,13
5106,7
5107,11
5108,19
5109,7
5110,11
5111,17
5112,8
5113,8
5114,5
5115,5
5116,3
5117,14
5118,15
5119,4
5120,7
5121,3
5122,10
5123,24
5124,5
5125,8
5126,7
5127,11
5128,10
5129,8
5130,3
5131,6
5132,5
5133,7
5134,6
5135,9
5136,6
5137,4
5138,6
5139,2
5140,8
5141,6
5142,6
5143,7
5144,17
5145,10
5146,12
5147,6
5148,14
5149,7
5150,13
5151,5
5152,10
5153,7
5154,8
5155,3
5156,7
5157,5
5158,12
5159,14
5160,5
5161,8
5162,3
5163,8
5164,6
5165,11
5166,5
5167,9
5168,9
5169,4
5170,14
5171,5
5172,13
5173,8
5174,13
5175,11
5176,19
5177,6
5178,10
5179,10
5180,6
5181,11
5182,9
5183,11
5184,8
5185,8
5186,5
5187,7
5188,6
5189,11
5190,8
5191,4
5192,6
5193,8
5194,7
5195,11
5196,13
5197,9
5198,7
5199,13
5200,12
5201,5
5202,9
5203,7
5204,11
5205,4
5206,13
5207,18
5208,6
5209,7
5210,6
5211,5
5212,10
5213,15
5214,6
5215,8
5216,3
5217,9
5218,7
5219,12
5220,3
5221,16
5222,3
5223,8
5224,7
5225,6
5226,10
5227,12
5228,5
5229,17
5230,9
5231,13
5232,13
5233,4
5234,5
5235,65
5236,3
5237,4
5238,8
5239,6
5240,6
5241,14
5242,33
5243,7
5244,7
5245,9
5246,10
5247,4
5248,14
5249,4
5250,6
5251,19
5252,6
5253,6
5254,12
5255,10
5256,9
5257,10
5258,12
5259,15
5260,9
5261,13
5262,3
5263,12
5264,26
5265,5
5266,6
5267,3
5268,5
5269,32
5270,15
5271,5
5272,17
5273,7
5274,4
5275,6
5276,7
5277,5
5278,9
5279,14
5280,11
5281,5
5282,11
5283,7
5284,4
5285,16
5286,5
5287,6
5288,9
5289,6
5290,10
5291,14
5292,7
5293,7
5294,4
5295,11
5296,3
5297,8
5298,19
5299,6
5300,8
5301,6
5302,12
5303,31
5304,4
5305,12
5306,6
5307,20
5308,11
5309,11
5310,6
5311,5
5312,9
5313,13
5314,9
5315,8
5316,12
5317,7
5318,18
5319,7
5320,10
5321,3
5322,10
5323,3
5324,40
5325,8
5326,9
5327,12
5328,12
5329,5
5330,5
5331,6
5332,4
5333,8
5334,10
5335,15
5336,5
5337,11
5338,12
5339,7
5340,6
5341,6
5342,5
5343,3
5344,6
5345,17
5346,20
5347,11
5348,8
5349,5
5350,10
5351,5
5352,34
5353,5
5354,10
5355,11
5356,10
5357,8
5358,3
5359,13
5360,11
5361,8
5362,3
5363,6
5364,11
5365,8
5366,9
5367,19
5368,5
5369,10
5370,5
5371,13
5372,7
5373,8
5374,5
5375,6
5376,7
5377,5
5378,9
5379,13
5380,5
5381,10
5382,2
5383,6
5384,44
5385,7
5386,6
5387,12
5388,13
5389,9
5390,9
5391,5
5392,4
5393,17
5394,6
5395,6
5396,5
5397,5
5398,13
5399,6
5400,8
5401,3
5402,12
5403,12
5404,6
5405,14
5406,10
5407,10
5408,8
5409,6
5410,7
5411,8
5412,12
5413,8
5414,4
5415,2
5416,10
5417,6
5418,7
5419,50
5420,8
5421,11
5422,9
5423,10
5424,9
5425,4
5426,25
5427,26
5428,8
5429,5
5430,12
5431,9
5432,9
5433,23
5434,9
5435,5
5436,10
5437,11
5438,6
5439,5
5440,6
5441,7
5442,12
5443,9
5444,5
5445,43
5446,5
5447,13
5448,15
5449,9
5450,9
5451,5
5452,5
5453,9
5454,7
5455,6
5456,10
5457,5
5458,11
5459,6
5460,11
5461,21
5462,7
5463,7
5464,12
5465,9
5466,3
5467,9
5468,4
5469,5
5470,7
5471,17
5472,5
5473,7
5474,8
5475,6
5476,19
5477,8
5478,7
5479,9
5480,13
5481,6
5482,8
5483,5
5484,7
5485,6
5486,8
5487,7
5488,9
5489,6
5490,7
5491,10
5492,10
5493,14
5494,9
5495,4
5496,5
5497,7
5498,4
5499,10
5500,5
5501,12
5502,7
5503,10
5504,6
5505,6
5506,14
5507,3
5508,10
5509,5
5510,5
5511,4
5512,12
5513,10
5514,3
5515,7
5516,15
5517,18
5518,12
5519,24
5520,12
5521,7
5522,13
5523,8
5524,4
5525,6
5526,8
5527,7
5528,9
5529,9
5530,8
5531,23
5532,5
5533,16
5534,7
5535,8
5536,7
5537,13
5538,11
5539,12
5540,17
5541,5
5542,14
5543,4
5544,11
5545,5
5546,15
5547,3
5548,8
5549,7
5550,6
5551,12
5552,11
5553,7
5554,7
5555,6
5556,3
5557,11
5558,9
5559,5
5560,9
5561,6
5562,6
5563,8
5564,15
5565,5
5566,6
5567,19
5568,8
5569,7
5570,4
5571,8
5572,4
5573,5
5574,7
5575,9
5576,11
5577,6
5578,7
5579,6
5580,5
5581,13
5582,6
5583,2
5584,14
5585,6
5586,8
5587,11
5588,14
5589,7
5590,7
5591,8
5592,6
5593,10
5594,3
5595,8
5596,8
5597,8
5598,14
5599,10
5600,5
5601,8
5602,8
5603,17
5604,15
5605,19
5606,8
5607,7
5608,7
5609,8
5610,3
5611,4
5612,4
5613,6
5614,9
5615,8
5616,6
5617,8
5618,2
5619,5
5620,4
5621,20
5622,7
5623,14
5624,4
5625,6
5626,9
5627,4
5628,8
5629,5
5630,9
5631,6
5632,8
5633,10
5634,6
5635,6
5636,6
5637,6
5638,5
5639,22
5640,4
5641,10
5642,11
5643,6
5644,3
5645,10
5646,3
5647,6
5648,36
5649,12
5650,12
5651,11
5652,16
5653,10
5654,6
5655,6
5656,18
5657,7
5658,8
5659,4
5660,13
5661,6
5662,21
5663,5
5664,8
5665,9
5666,4
5667,6
5668,8
5669,6
5670,7
5671,3
5672,9
5673,5
5674,9
5675,25
5676,6
5677,5
5678,7
5679,10
5680,10
5681,12
5682,5
5683,6
5684,5
5685,8
5686,5
5687,19
5688,4
5689,8
5690,6
5691,8
5692,4
5693,7
5694,6
5695,10
5696,8
5697,5
5698,14
5699,7
5700,6
5701,9
5702,6
5703,13
5704,12
5705,10
5706,16
5707,6
5708,12
5709,12
5710,6
5711,8
5712,10
5713,11
5714,6
5715,14
5716,12
5717,6
5718,11
5719,5
5720,8
5721,5
5722,5
5723,9
5724,10
5725,11
5726,7
5727,8
5728,6
5729,5
5730,14
5731,9
5732,4
5733,17
5734,15
5735,7
5736,10
5737,6
5738,3
5739,5
5740,5
5741,7
5742,9
5743,7
5744,6
5745,5
5746,6
5747,8
5748,12
5749,4
5750,11
5751,3
5752,6
5753,8
5754,8
5755,5
5756,11
5757,7
5758,9
5759,7
5760,8
5761,5
5762,5
5763,12
5764,9
5765,5
5766,9
5767,6
5768,6
5769,10
5770,5
5771,11
