,rank
2995,5
2996,6
2997,8
2998,5
2999,8
3000,3
3001,6
3002,5
3003,6
3004,7
3005,9
3006,8
3007,9
3008,5
3009,5
3010,4
3011,6
3012,6
3013,5
3014,4
3015,6
3016,3
3017,3
3018,4
3019,8
3020,7
3021,6
3022,6
3023,6
3024,7
3025,6
3026,6
3027,9
3028,3
3029,5
3030,9
3031,7
3032,9
3033,9
3034,8
3035,7
3036,5
3037,8
3038,8
3039,5
3040,6
3041,6
3042,8
3043,8
3044,5
3045,7
3046,6
3047,6
3048,7
3049,5
3050,8
3051,4
3052,9
3053,4
3054,9
3055,3
3056,9
3057,5
3058,6
3059,4
3060,6
3061,8
3062,9
3063,6
3064,5
3065,8
3066,5
3067,7
3068,11
3069,20
3070,6
3071,7
3072,8
3073,5
3074,6
3075,11
3076,7
3077,4
3078,5
3079,7
3080,4
3081,6
3082,7
3083,4
3084,7
3085,8
3086,6
3087,5
3088,13
3089,6
3090,6
3091,6
3092,7
3093,3
3094,9
3095,6
3096,6
3097,5
3098,6
3099,4
3100,4
3101,7
3102,3
3103,6
3104,7
3105,5
3106,3
3107,6
3108,10
3109,6
3110,6
3111,3
3112,6
3113,9
3114,5
3115,8
3116,3
3117,8
3118,9
3119,5
3120,8
3121,7
3122,9
3123,7
3124,4
3125,5
3126,4
3127,6
3128,4
3129,6
3130,7
3131,8
3132,7
3133,8
3134,5
3135,5
3136,4
3137,6
3138,3
3139,7
3140,4
3141,3
3142,8
3143,6
3144,6
3145,7
3146,5
3147,6
3148,5
3149,7
3150,9
3151,5
3152,4
3153,6
3154,8
3155,9
3156,6
3157,5
3158,4
3159,3
3160,10
3161,4
3162,6
3163,9
3164,5
3165,5
3166,3
3167,8
3168,6
3169,4
3170,7
3171,4
3172,3
3173,7
3174,5
3175,7
3176,5
3177,10
3178,8
3179,6
3180,8
3181,7
3182,6
3183,6
3184,4
3185,11
3186,4
3187,6
3188,3
3189,5
3190,6
3191,6
3192,3
3193,8
3194,6
3195,4
3196,5
3197,7
3198,5
3199,3
3200,7
3201,5
3202,3
3203,7
3204,4
3205,7
3206,9
3207,6
3208,6
3209,7
3210,6
3211,5
3212,3
3213,5
3214,6
3215,6
3216,9
3217,8
3218,6
3219,10
3220,8
3221,5
3222,5
3223,5
3224,5
3225,5
3226,2
3227,5
3228,9
3229,11
3230,7
3231,8
3232,8
3233,6
3234,7
3235,4
3236,7
3237,7
3238,6
3239,6
3240,7
3241,9
3242,4
3243,3
3244,4
3245,43
3246,7
3247,7
3248,11
3249,6
3250,9
3251,4
3252,9
3253,7
3254,6
3255,4
3256,6
3257,10
3258,10
3259,5
3260,7
3261,8
3262,7
3263,7
3264,8
3265,2
3266,10
3267,11
3268,3
3269,7
3270,6
3271,6
3272,5
3273,11
3274,7
3275,7
3276,6
3277,8
3278,9
3279,5
3280,10
3281,6
3282,6
3283,9
3284,11
3285,11
3286,4
3287,9
3288,6
3289,3
3290,5
3291,8
3292,7
3293,6
3294,6
3295,6
3296,3
3297,3
3298,2
3299,2
3300,9
3301,7
3302,8
3303,11
3304,7
3305,3
3306,10
3307,7
3308,8
3309,3
3310,6
3311,7
3312,6
3313,10
3314,9
3315,2
3316,6
3317,6
3318,5
3319,6
3320,7
3321,7
3322,8
3323,8
3324,6
3325,18
3326,6
3327,5
3328,8
3329,6
3330,7
3331,4
3332,5
3333,11
3334,11
3335,2
3336,7
3337,3
3338,6
3339,4
3340,4
3341,9
3342,6
3343,3
3344,4
3345,5
3346,3
3347,5
3348,4
3349,4
3350,6
3351,5
3352,5
3353,6
3354,4
3355,6
3356,9
3357,6
3358,3
3359,3
3360,9
3361,9
3362,6
3363,7
3364,4
3365,8
3366,6
3367,7
3368,4
3369,7
3370,4
3371,6
3372,5
3373,9
3374,8
3375,11
3376,4
3377,5
3378,5
3379,2
3380,10
3381,7
3382,5
3383,5
3384,7
3385,7
3386,7
3387,11
3388,8
3389,11
3390,7
3391,8
3392,3
3393,4
3394,7
3395,4
3396,6
3397,9
3398,6
3399,4
3400,7
3401,6
3402,5
3403,8
3404,8
3405,3
3406,2
3407,7
3408,7
3409,5
3410,6
3411,8
3412,4
3413,6
3414,5
3415,7
3416,5
3417,4
3418,7
3419,2
3420,4
3421,5
3422,5
3423,3
3424,7
3425,2
3426,11
3427,10
3428,6
3429,12
3430,3
3431,6
3432,4
3433,5
3434,4
3435,3
3436,6
3437,9
3438,6
3439,7
3440,8
3441,7
3442,4
3443,4
3444,8
3445,10
3446,7
3447,5
3448,4
3449,9
3450,10
3451,9
3452,5
3453,8
3454,5
3455,8
3456,6
3457,6
3458,8
3459,11
3460,8
3461,6
3462,5
3463,6
3464,11
3465,13
3466,10
3467,3
3468,7
3469,7
3470,5
3471,6
3472,6
3473,6
3474,6
3475,8
3476,6
3477,7
3478,4
3479,3
3480,6
3481,7
3482,9
3483,3
3484,5
3485,6
3486,5
3487,2
3488,9
3489,7
3490,5
3491,7
3492,6
3493,4
3494,2
3495,8
3496,7
3497,3
3498,5
3499,6
3500,3
3501,10
3502,16
3503,7
3504,8
3505,5
3506,8
3507,2
3508,5
3509,5
3510,5
3511,6
3512,8
3513,6
3514,3
3515,6
3516,5
3517,6
3518,4
3519,5
3520,6
3521,4
3522,6
3523,4
3524,7
3525,6
3526,3
3527,6
3528,9
3529,7
3530,6
3531,7
3532,8
3533,8
3534,10
3535,5
3536,4
3537,4
3538,6
3539,3
3540,6
3541,7
3542,6
3543,10
3544,6
3545,11
3546,4
3547,2
3548,6
3549,2
3550,5
3551,8
3552,9
3553,5
3554,4
3555,8
3556,9
3557,5
3558,8
3559,7
3560,6
3561,10
3562,2
3563,9
3564,5
3565,14
3566,9
3567,5
3568,6
3569,7
3570,9
3571,6
3572,4
3573,6
3574,8
3575,8
3576,3
3577,16
3578,7
3579,7
3580,5
3581,9
3582,9
3583,4
3584,7
3585,5
3586,4
3587,8
3588,9
3589,3
3590,5
3591,3
3592,4
3593,10
3594,9
3595,6
3596,6
3597,6
3598,2
3599,8
3600,8
3601,3
3602,4
3603,5
3604,7
3605,10
3606,7
3607,10
3608,5
3609,10
3610,5
3611,3
3612,4
3613,3
3614,6
3615,7
3616,5
3617,1
3618,8
3619,6
3620,5
3621,10
3622,7
3623,7
3624,7
3625,7
3626,7
3627,8
3628,8
3629,5
3630,4
3631,8
3632,7
3633,8
3634,10
3635,6
3636,6
3637,5
3638,9
3639,11
3640,7
3641,3
3642,9
3643,7
3644,7
3645,6
3646,12
3647,5
3648,5
3649,7
3650,10
3651,2
3652,8
3653,7
3654,8
3655,10
3656,9
3657,8
3658,4
3659,9
3660,3
3661,8
3662,9
3663,8
3664,7
3665,6
3666,10
3667,5
3668,9
3669,6
3670,7
3671,5
3672,3
3673,4
3674,4
3675,7
3676,3
3677,4
3678,6
3679,8
3680,8
3681,5
3682,7
3683,8
3684,5
3685,7
3686,6
3687,5
3688,11
3689,15
3690,5
3691,4
3692,6
3693,6
3694,7
3695,8
3696,12
3697,9
3698,9
3699,7
3700,5
3701,7
3702,4
3703,5
3704,7
3705,6
3706,4
3707,11
3708,4
3709,5
3710,7
3711,4
3712,4
3713,7
3714,9
3715,2
3716,5
3717,7
3718,8
3719,6
3720,19
3721,5
3722,3
3723,3
3724,5
3725,7
3726,4
3727,4
3728,8
3729,4
3730,2
3731,7
3732,10
3733,7
3734,4
3735,6
3736,6
3737,10
3738,5
3739,7
3740,7
3741,7
3742,6
3743,5
3744,3
3745,6
3746,5
3747,6
3748,3
3749,5
3750,5
3751,9
3752,10
3753,5
3754,3
3755,7
3756,13
3757,10
3758,4
3759,9
3760,9
3761,7
3762,9
3763,5
3764,8
3765,7
3766,7
3767,7
3768,2
3769,10
3770,3
3771,4
3772,5
3773,8
3774,7
3775,5
3776,10
3777,5
3778,4
3779,7
3780,7
3781,4
3782,5
3783,6
3784,8
3785,5
3786,10
3787,7
3788,7
3789,5
3790,5
3791,4
3792,8
3793,2
3794,4
3795,5
3796,7
3797,2
3798,8
3799,6
3800,4
3801,8
3802,7
3803,8
3804,5
3805,8
3806,5
3807,4
3808,8
3809,6
3810,2
3811,7
3812,5
3813,6
3814,7
3815,4
3816,8
3817,5
3818,5
3819,7
3820,5
3821,7
3822,5
3823,5
3824,5
3825,5
3826,6
3827,7
3828,1
3829,4
3830,4
3831,7
3832,3
3833,8
3834,4
3835,7
3836,4
3837,10
3838,4
3839,6
3840,7
3841,7
3842,9
3843,3
3844,3
3845,9
3846,16
3847,6
3848,6
3849,3
3850,4
3851,10
3852,6
3853,4
3854,4
3855,7
3856,3
3857,4
3858,8
3859,9
3860,7
3861,6
3862,7
3863,8
3864,11
3865,3
3866,7
3867,2
3868,6
3869,7
3870,7
3871,6
3872,7
3873,7
3874,2
3875,7
3876,8
3877,4
3878,4
3879,8
3880,5
3881,4
3882,10
3883,4
3884,8
3885,8
3886,9
3887,9
3888,3
3889,8
3890,8
3891,6
3892,6
3893,7
3894,12
3895,3
3896,11
3897,6
3898,10
3899,5
3900,3
3901,6
3902,5
3903,2
3904,6
3905,3
3906,7
3907,7
3908,7
3909,7
3910,8
3911,4
3912,6
3913,6
3914,2
3915,8
3916,7
3917,5
3918,6
3919,7
3920,3
3921,4
3922,5
3923,7
3924,4
3925,4
3926,5
3927,14
3928,9
3929,7
3930,10
3931,3
3932,7
3933,8
3934,8
3935,8
3936,7
3937,4
3938,24
3939,10
3940,8
3941,6
3942,5
3943,5
3944,9
3945,4
3946,2
3947,11
3948,5
3949,5
3950,4
3951,8
3952,6
3953,3
3954,7
3955,6
3956,13
3957,6
3958,6
3959,7
3960,12
3961,9
3962,5
3963,5
3964,6
3965,3
3966,8
3967,10
3968,6
3969,8
3970,9
3971,3
3972,7
3973,8
3974,6
3975,15
3976,6
3977,7
3978,5
3979,8
3980,4
3981,5
3982,5
3983,5
3984,4
3985,7
3986,6
3987,7
3988,9
3989,4
3990,3
3991,5
3992,6
3993,6
3994,6
3995,8
3996,4
3997,2
3998,9
3999,9
4000,6
4001,2
4002,5
4003,19
4004,7
4005,8
4006,1
4007,7
4008,13
4009,3
4010,3
4011,10
4012,11
4013,7
4014,7
4015,6
4016,8
4017,4
4018,7
4019,7
4020,7
4021,7
4022,5
4023,3
4024,3
4025,7
4026,6
4027,14
4028,8
4029,6
4030,3
4031,8
4032,10
4033,6
4034,5
4035,3
4036,7
4037,6
4038,2
4039,6
4040,9
4041,4
4042,10
4043,10
4044,5
4045,3
4046,8
4047,6
4048,8
4049,9
4050,2
4051,7
4052,10
4053,6
4054,5
4055,7
4056,5
4057,5
4058,9
4059,5
4060,19
4061,6
4062,6
4063,4
4064,11
4065,7
4066,8
4067,7
4068,6
4069,8
4070,5
4071,5
4072,9
4073,6
4074,6
4075,6
4076,7
4077,7
4078,5
4079,7
4080,5
4081,5
4082,8
4083,6
4084,7
4085,9
4086,5
4087,16
4088,5
4089,4
4090,7
4091,8
4092,7
4093,9
4094,5
4095,5
4096,7
4097,6
4098,12
4099,4
4100,4
4101,7
4102,4
4103,9
4104,3
4105,6
4106,7
4107,4
4108,8
4109,3
4110,6
4111,3
4112,4
4113,5
4114,6
4115,25
4116,7
4117,9
4118,5
4119,6
4120,9
4121,5
4122,7
4123,6
4124,4
4125,5
4126,4
4127,5
4128,9
4129,6
4130,6
4131,7
4132,7
4133,8
4134,2
4135,7
4136,5
4137,8
4138,2
4139,6
4140,6
4141,7
4142,11
4143,3
4144,8
4145,6
4146,2
4147,9
4148,6
4149,4
4150,2
4151,6
4152,7
4153,7
4154,7
4155,10
4156,4
4157,5
4158,4
4159,7
4160,6
4161,9
4162,5
4163,3
4164,8
4165,5
4166,10
4167,7
4168,4
4169,9
4170,6
4171,6
4172,2
4173,3
4174,6
4175,8
4176,6
4177,9
4178,15
4179,4
4180,4
4181,9
4182,6
4183,5
4184,1
4185,9
4186,4
4187,5
4188,7
4189,4
4190,10
4191,10
4192,5
4193,7
4194,7
4195,7
4196,3
4197,6
4198,8
4199,10
4200,6
4201,8
4202,5
4203,6
4204,6
4205,7
4206,3
4207,9
4208,2
4209,4
4210,7
4211,4
4212,4
4213,6
4214,6
4215,6
4216,7
4217,6
4218,6
4219,10
4220,6
4221,8
4222,3
4223,9
4224,7
4225,5
4226,10
4227,6
4228,5
4229,5
4230,6
4231,7
4232,6
4233,5
4234,9
4235,9
4236,9
4237,6
4238,7
4239,9
4240,7
4241,7
4242,7
4243,2
4244,3
4245,7
4246,5
4247,6
4248,7
4249,3
4250,9
4251,9
4252,3
4253,3
4254,5
4255,8
4256,7
4257,6
4258,9
4259,3
4260,9
4261,3
4262,7
4263,8
4264,6
4265,7
4266,6
4267,6
4268,8
4269,6
4270,7
4271,5
4272,2
4273,7
4274,3
4275,5
4276,8
4277,1
4278,6
4279,6
4280,6
4281,8
4282,8
4283,7
4284,5
4285,6
4286,11
4287,8
4288,12
4289,8
4290,9
4291,6
4292,7
4293,4
4294,2
4295,5
4296,7
4297,5
4298,10
4299,8
4300,4
4301,8
4302,4
4303,6
4304,9
4305,8
4306,5
4307,3
4308,8
4309,2
4310,5
4311,7
4312,3
4313,10
4314,7
4315,6
4316,6
4317,5
4318,16
4319,5
4320,3
4321,7
4322,6
4323,11
4324,6
4325,10
4326,8
4327,4
4328,8
4329,7
4330,4
4331,3
4332,9
4333,9
4334,2
4335,7
4336,4
4337,6
4338,4
4339,10
4340,9
4341,7
4342,8
4343,4
4344,9
4345,6
4346,7
4347,11
4348,9
4349,7
4350,6
4351,8
4352,4
4353,3
4354,6
4355,5
4356,6
4357,8
4358,6
4359,7
4360,3
4361,6
4362,8
4363,6
4364,7
4365,10
4366,3
4367,7
4368,5
4369,8
4370,3
4371,7
4372,5
4373,5
4374,7
4375,5
4376,7
4377,6
4378,4
4379,7
4380,6
4381,5
4382,7
4383,4
4384,5
4385,5
4386,2
4387,6
4388,5
4389,8
4390,3
4391,5
4392,7
4393,8
4394,6
4395,6
4396,5
4397,6
4398,8
4399,4
4400,9
4401,9
4402,8
4403,10
4404,4
4405,5
4406,7
4407,4
4408,5
4409,7
4410,8
4411,10
4412,8
4413,7
4414,7
4415,3
4416,5
4417,8
4418,2
4419,8
4420,6
4421,2
4422,9
4423,7
4424,5
4425,8
4426,6
4427,3
4428,5
4429,8
4430,5
4431,4
4432,5
4433,6
4434,5
4435,5
4436,7
4437,10
4438,15
4439,8
4440,8
4441,3
4442,7
4443,4
4444,8
4445,9
4446,7
4447,7
4448,5
4449,5
4450,9
4451,12
4452,6
4453,6
4454,7
4455,5
4456,6
4457,7
4458,4
4459,7
4460,5
4461,8
4462,2
4463,3
4464,2
4465,6
4466,8
4467,5
4468,7
4469,7
4470,8
4471,8
4472,6
4473,3
4474,9
4475,3
4476,7
4477,4
4478,9
4479,8
4480,6
4481,3
4482,3
4483,6
4484,2
4485,3
4486,11
4487,7
4488,4
4489,2
4490,5
4491,6
4492,4
4493,5
4494,5
4495,9
4496,12
4497,3
4498,5
4499,3
4500,8
4501,7
4502,7
4503,25
4504,8
4505,10
4506,8
4507,4
4508,4
4509,6
4510,3
4511,6
4512,13
4513,3
4514,6
4515,6
4516,5
4517,5
4518,5
4519,3
4520,4
4521,3
4522,8
4523,5
4524,6
4525,5
4526,7
4527,10
4528,6
4529,5
4530,2
4531,4
4532,4
4533,9
4534,6
4535,3
4536,8
4537,4
4538,7
4539,10
4540,12
4541,7
4542,10
4543,3
4544,5
4545,5
4546,5
4547,5
4548,5
4549,6
4550,11
4551,7
4552,15
4553,8
4554,5
4555,7
4556,8
4557,4
4558,3
4559,8
4560,9
4561,7
4562,3
4563,4
4564,2
4565,2
4566,7
4567,7
4568,4
4569,4
4570,10
4571,8
4572,5
4573,9
4574,6
4575,8
4576,6
4577,2
4578,6
4579,4
4580,4
4581,7
4582,5
4583,9
4584,5
4585,4
4586,4
4587,7
4588,5
4589,5
4590,2
4591,9
4592,6
4593,6
4594,5
4595,12
4596,4
4597,5
4598,3
4599,7
4600,8
4601,6
4602,7
4603,3
4604,20
4605,8
4606,4
4607,5
4608,7
4609,4
4610,4
4611,5
4612,4
4613,7
4614,9
4615,4
4616,9
4617,6
4618,8
4619,7
4620,4
4621,7
4622,7
4623,9
4624,7
4625,5
4626,3
4627,9
4628,6
4629,8
4630,7
4631,9
4632,3
4633,3
4634,7
4635,8
4636,10
4637,6
4638,9
4639,7
4640,11
4641,4
4642,5
4643,9
4644,5
4645,4
4646,7
4647,8
4648,4
4649,3
4650,7
4651,11
4652,4
4653,9
4654,8
4655,3
4656,6
4657,7
4658,4
4659,7
4660,8
4661,6
4662,7
4663,2
4664,7
4665,6
4666,6
4667,6
4668,6
4669,6
4670,7
4671,7
4672,10
4673,4
4674,7
4675,6
4676,9
4677,7
4678,7
4679,3
4680,7
4681,11
4682,4
4683,8
4684,9
4685,7
4686,5
4687,8
4688,3
4689,21
4690,3
4691,6
4692,5
4693,8
4694,5
4695,6
4696,6
4697,7
4698,6
4699,3
4700,8
4701,10
4702,6
4703,2
4704,5
4705,8
4706,3
4707,8
4708,5
4709,2
4710,6
4711,5
4712,6
4713,8
4714,5
4715,7
4716,10
4717,6
4718,6
4719,5
4720,11
4721,7
4722,7
4723,6
4724,4
4725,8
4726,5
4727,7
4728,3
4729,6
4730,3
4731,6
4732,4
4733,3
4734,7
4735,8
4736,5
4737,11
4738,11
4739,7
4740,3
4741,3
4742,4
4743,7
4744,3
4745,5
4746,4
4747,4
4748,7
4749,3
4750,6
4751,2
4752,6
4753,10
4754,3
4755,9
4756,5
4757,7
4758,6
4759,7
4760,8
4761,6
4762,6
4763,5
4764,9
4765,10
4766,8
4767,17
4768,9
4769,3
4770,6
4771,5
4772,8
4773,5
4774,7
4775,6
4776,4
4777,9
4778,5
4779,6
4780,6
4781,7
4782,10
4783,7
4784,4
4785,10
4786,5
4787,6
4788,4
4789,8
4790,6
4791,4
4792,2
4793,4
4794,3
4795,5
4796,4
4797,6
4798,6
4799,7
4800,4
4801,5
4802,6
4803,8
4804,11
4805,4
4806,3
4807,8
4808,6
4809,7
4810,8
4811,5
4812,11
4813,7
4814,11
4815,8
4816,5
4817,3
4818,6
4819,8
4820,9
4821,8
4822,4
4823,4
4824,4
4825,3
4826,8
4827,5
4828,6
4829,8
4830,4
4831,9
4832,7
4833,6
4834,7
4835,5
4836,11
4837,6
4838,6
4839,7
4840,4
4841,6
4842,7
4843,7
4844,2
4845,3
4846,6
4847,4
4848,5
4849,7
4850,8
4851,7
4852,3
4853,5
4854,10
4855,10
4856,1
4857,7
4858,7
4859,5
4860,5
4861,3
4862,5
4863,6
4864,6
4865,7
4866,4
4867,7
4868,14
4869,6
4870,6
4871,5
4872,5
4873,7
4874,3
4875,13
4876,4
4877,8
4878,8
4879,8
4880,6
4881,11
4882,8
4883,7
4884,4
4885,6
4886,10
4887,5
4888,5
4889,4
4890,3
4891,6
4892,3
4893,4
4894,7
4895,3
4896,4
4897,7
4898,4
4899,13
4900,12
4901,4
4902,5
4903,5
4904,9
4905,6
4906,4
4907,6
4908,11
4909,7
4910,9
4911,9
4912,4
4913,8
4914,7
4915,8
4916,6
4917,8
4918,8
4919,8
4920,5
4921,2
4922,4
4923,6
4924,5
4925,4
4926,7
4927,9
4928,6
4929,7
4930,6
4931,5
4932,8
4933,6
4934,6
4935,7
4936,6
4937,8
4938,5
4939,6
4940,5
4941,5
4942,8
4943,6
4944,7
4945,4
4946,10
4947,5
4948,9
4949,5
4950,2
4951,2
4952,7
4953,4
4954,10
4955,8
4956,6
4957,7
4958,2
4959,4
4960,6
4961,3
4962,4
4963,12
4964,5
4965,8
4966,6
4967,7
4968,9
4969,7
4970,1
4971,4
4972,8
4973,6
4974,5
4975,6
4976,8
4977,9
4978,3
4979,8
4980,3
4981,6
4982,3
4983,6
4984,8
4985,6
4986,7
4987,3
4988,7
4989,7
4990,7
4991,8
4992,7
4993,6
4994,9
4995,2
4996,8
4997,4
4998,11
4999,3
5000,7
5001,6
5002,11
5003,8
5004,12
5005,4
5006,9
5007,6
5008,6
5009,6
5010,6
5011,7
5012,6
5013,5
5014,8
5015,7
5016,2
5017,7
5018,5
5019,10
5020,6
5021,5
5022,7
5023,11
5024,8
5025,6
5026,5
5027,7
5028,9
5029,7
5030,5
5031,8
5032,6
5033,4
5034,7
5035,7
5036,6
5037,6
5038,10
5039,6
5040,2
5041,7
5042,6
5043,6
5044,3
5045,4
5046,6
5047,3
5048,10
5049,8
5050,5
5051,8
5052,3
5053,7
5054,8
5055,7
5056,8
5057,6
5058,5
5059,4
5060,10
5061,6
5062,4
5063,6
5064,6
5065,3
5066,5
5067,4
5068,7
5069,8
5070,8
5071,9
5072,9
5073,32
5074,5
5075,7
5076,7
5077,4
5078,9
5079,6
5080,6
5081,5
5082,6
5083,5
5084,12
5085,9
5086,7
5087,5
5088,4
5089,4
5090,5
5091,7
5092,3
5093,7
5094,7
5095,4
5096,6
5097,4
5098,6
5099,5
5100,7
5101,4
5102,6
5103,4
5104,8
5105,8
5106,9
5107,6
5108,10
5109,10
5110,4
5111,7
5112,8
5113,6
5114,5
5115,6
5116,5
5117,3
5118,5
5119,13
5120,8
5121,10
5122,7
5123,10
5124,4
5125,5
5126,5
5127,3
5128,5
5129,9
5130,9
5131,8
5132,4
5133,10
5134,4
5135,7
5136,3
5137,7
5138,3
5139,4
5140,4
5141,7
5142,9
5143,7
5144,8
5145,7
5146,3
5147,6
5148,9
5149,7
5150,6
5151,4
5152,5
5153,7
5154,8
5155,10
5156,11
5157,9
5158,8
5159,5
5160,9
5161,5
5162,6
5163,7
5164,8
5165,7
5166,6
5167,7
5168,6
5169,8
5170,4
5171,11
5172,4
5173,7
5174,9
5175,9
5176,4
5177,2
5178,6
5179,7
5180,5
5181,5
5182,4
5183,10
5184,6
5185,7
5186,9
5187,7
5188,6
5189,4
5190,3
5191,6
5192,8
5193,5
5194,10
5195,5
5196,7
5197,5
5198,4
5199,5
5200,6
5201,8
5202,8
5203,4
5204,9
5205,8
5206,8
5207,14
5208,8
5209,9
5210,3
5211,3
5212,8
5213,6
5214,8
5215,3
5216,4
5217,4
5218,7
5219,3
5220,5
5221,4
5222,5
5223,6
5224,6
5225,7
5226,8
5227,5
5228,9
5229,2
5230,5
5231,8
5232,8
5233,4
5234,8
5235,4
5236,7
5237,2
5238,9
5239,7
5240,4
5241,6
5242,8
5243,8
5244,7
5245,6
5246,5
5247,7
5248,8
5249,8
5250,16
5251,7
5252,7
5253,7
5254,7
5255,6
5256,3
5257,20
5258,6
5259,8
5260,6
5261,5
5262,3
5263,2
5264,8
5265,4
5266,6
5267,6
5268,7
5269,9
5270,5
5271,4
5272,5
5273,6
5274,10
5275,8
5276,6
5277,5
5278,3
5279,2
5280,4
5281,5
5282,7
5283,4
5284,7
5285,4
5286,5
5287,7
5288,7
5289,2
5290,10
5291,4
5292,7
5293,10
5294,3
5295,7
5296,7
5297,2
5298,6
5299,7
5300,4
5301,7
5302,3
5303,16
5304,4
5305,3
5306,7
5307,12
5308,9
5309,8
5310,7
5311,6
5312,6
5313,7
5314,8
5315,6
5316,7
5317,6
5318,5
5319,9
5320,5
5321,2
5322,5
5323,2
5324,7
5325,8
5326,6
5327,6
5328,3
5329,7
5330,6
5331,7
5332,6
5333,11
5334,6
5335,8
5336,6
5337,6
5338,7
5339,3
5340,4
5341,4
5342,1
5343,3
5344,5
5345,10
5346,5
5347,7
5348,3
5349,9
5350,7
5351,3
5352,4
5353,6
5354,6
5355,7
5356,7
5357,7
5358,5
5359,6
5360,4
5361,4
5362,9
5363,10
5364,7
5365,5
5366,9
5367,8
5368,9
5369,7
5370,4
5371,5
5372,4
5373,5
5374,6
5375,8
5376,7
5377,4
5378,8
5379,9
5380,4
5381,7
5382,7
5383,7
5384,4
5385,5
5386,8
5387,5
5388,5
5389,6
5390,6
5391,12
5392,5
5393,17
5394,4
5395,3
5396,3
5397,6
5398,7
5399,7
5400,5
5401,13
5402,7
5403,9
5404,7
5405,5
5406,6
5407,6
5408,7
5409,8
5410,11
5411,6
5412,5
5413,7
5414,14
5415,7
5416,9
5417,4
5418,4
5419,9
5420,5
5421,7
5422,9
5423,5
5424,5
5425,5
5426,7
5427,8
5428,4
5429,10
5430,4
5431,10
5432,8
5433,4
5434,7
5435,8
5436,5
5437,3
5438,4
5439,10
5440,7
5441,6
5442,6
5443,7
5444,10
5445,14
5446,7
5447,3
5448,4
5449,11
5450,5
5451,11
5452,15
5453,5
5454,5
5455,10
5456,5
5457,6
5458,16
5459,7
5460,6
5461,5
5462,7
5463,12
5464,6
5465,11
5466,6
5467,5
5468,3
5469,8
5470,6
5471,7
5472,7
5473,6
5474,11
5475,4
5476,4
5477,4
5478,6
5479,4
5480,6
5481,4
5482,8
5483,5
5484,15
5485,7
5486,7
5487,5
5488,4
5489,6
5490,7
5491,6
5492,3
5493,7
5494,6
5495,9
5496,6
5497,7
5498,8
5499,2
5500,4
5501,4
5502,3
5503,8
5504,3
5505,5
5506,9
5507,2
5508,6
5509,9
5510,7
5511,8
5512,6
5513,9
5514,2
5515,5
5516,5
5517,8
5518,4
5519,11
5520,6
5521,4
5522,3
5523,5
5524,3
5525,5
5526,9
5527,7
5528,3
5529,7
5530,5
5531,4
5532,7
5533,7
5534,9
5535,3
5536,3
5537,4
5538,6
5539,8
5540,6
5541,8
5542,3
5543,7
5544,8
5545,4
5546,5
5547,6
5548,5
5549,4
5550,8
5551,10
5552,7
5553,5
5554,5
5555,5
5556,7
5557,6
5558,5
5559,5
5560,7
5561,8
5562,5
5563,9
5564,5
5565,9
5566,5
5567,6
5568,3
5569,7
5570,7
5571,4
5572,8
5573,5
5574,7
5575,7
5576,7
5577,3
5578,6
5579,6
5580,4
5581,10
5582,3
5583,5
5584,5
5585,4
5586,4
5587,8
5588,8
5589,7
5590,4
5591,11
5592,6
5593,3
5594,4
5595,6
5596,7
5597,8
5598,10
5599,6
5600,10
5601,10
5602,4
5603,3
5604,3
5605,5
5606,6
5607,6
5608,6
5609,7
5610,7
5611,3
5612,9
5613,4
5614,6
5615,8
5616,8
5617,5
5618,5
5619,4
5620,19
5621,3
5622,7
5623,9
5624,5
5625,3
5626,9
5627,3
5628,7
5629,7
5630,8
5631,7
5632,9
5633,8
5634,6
5635,2
5636,5
5637,12
5638,5
5639,8
5640,3
5641,11
5642,8
5643,8
5644,4
5645,6
5646,6
5647,6
5648,8
5649,9
5650,6
5651,7
5652,6
5653,9
5654,6
5655,5
5656,5
5657,9
5658,4
5659,6
5660,7
5661,10
5662,9
5663,6
5664,2
5665,9
5666,7
5667,9
5668,8
5669,7
5670,7
5671,6
5672,8
5673,6
5674,9
5675,6
5676,6
5677,8
5678,7
5679,4
5680,6
5681,4
5682,3
5683,4
5684,9
5685,2
5686,11
5687,8
5688,7
5689,7
5690,8
5691,6
5692,4
5693,4
5694,5
5695,4
5696,4
5697,8
5698,7
5699,3
5700,2
5701,7
5702,5
5703,9
5704,8
5705,8
5706,2
5707,8
5708,3
5709,9
5710,5
5711,6
5712,8
5713,6
5714,4
5715,8
5716,33
5717,8
5718,3
5719,7
5720,4
5721,8
5722,8
5723,4
5724,9
5725,6
5726,9
5727,5
5728,7
5729,6
5730,6
5731,6
5732,2
5733,9
5734,7
5735,6
5736,6
5737,11
5738,6
5739,7
5740,15
5741,5
5742,3
5743,4
5744,7
5745,10
5746,6
5747,6
5748,6
5749,5
5750,7
5751,3
5752,4
5753,8
5754,6
5755,6
5756,4
5757,8
5758,4
5759,10
5760,12
5761,4
5762,8
5763,6
5764,7
5765,3
5766,7
5767,3
5768,5
5769,7
5770,7
5771,5
5772,5
5773,4
5774,3
5775,8
5776,5
5777,4
5778,7
5779,7
5780,3
5781,7
5782,3
5783,7
5784,3
5785,6
5786,7
5787,9
5788,8
5789,6
5790,6
5791,8
5792,8
5793,5
