,atds
613,0.6403
614,0.6248
615,0.6354
616,0.6665
617,0.6393
618,0.6708
619,0.6825
620,0.6255
621,0.6163
622,0.649
623,0.6264
624,0.6586
625,0.6571
626,0.6424
627,0.6635
628,0.6595
629,0.6575
630,0.6682
631,0.6284
632,0.6469
633,0.6566
634,0.5923
635,0.6398
636,0.6543
637,0.6356
638,0.6562
639,0.6022
640,0.6894
641,0.6585
642,0.677
643,0.6761
644,0.6593
645,0.588
646,0.624
647,0.6504
648,0.6302
649,0.6661
650,0.6439
651,0.6297
652,0.6477
653,0.6186
654,0.5508
655,0.6262
656,0.6405
657,0.647
658,0.6346
659,0.6555
660,0.6289
661,0.6495
662,0.6538
663,0.6207
664,0.6369
665,0.6173
666,0.588
667,0.6433
668,0.6502
669,0.6626
670,0.6473
671,0.6423
672,0.6531
673,0.6348
674,0.6316
675,0.6584
676,0.6302
677,0.6645
678,0.6295
679,0.6294
680,0.6142
681,0.6101
682,0.6674
683,0.634
684,0.6621
685,0.6314
686,0.6428
687,0.6357
688,0.7073
689,0.6994
690,0.6701
691,0.6252
692,0.5725
693,0.6403
694,0.687
695,0.6235
696,0.6495
697,0.6475
698,0.6173
699,0.6643
700,0.6445
701,0.6542
702,0.6288
703,0.6287
704,0.6316
705,0.6652
706,0.6766
707,0.6806
708,0.6638
709,0.6614
710,0.6735
711,0.6613
712,0.6392
713,0.6854
714,0.6335
715,0.6434
716,0.6623
717,0.6513
718,0.5956
719,0.614
720,0.6383
721,0.6452
722,0.6512
723,0.6471
724,0.6296
725,0.6637
726,0.636
727,0.6363
728,0.6423
729,0.6561
730,0.6624
731,0.631
732,0.6755
733,0.6107
734,0.6405
735,0.6478
736,0.6309
737,0.6514
738,0.6875
739,0.6231
740,0.6234
741,0.6101
742,0.6775
743,0.6543
744,0.6569
745,0.6849
746,0.6416
747,0.6235
748,0.6627
749,0.6056
750,0.6657
751,0.6728
752,0.6459
753,0.6144
754,0.6182
755,0.6618
756,0.6393
757,0.641
758,0.5908
759,0.6276
760,0.6571
761,0.62
762,0.67
763,0.681
764,0.6196
765,0.6268
766,0.6706
767,0.6626
768,0.6431
769,0.6458
770,0.5701
771,0.6381
772,0.6451
773,0.6614
774,0.6831
775,0.649
776,0.6697
777,0.6418
778,0.6135
779,0.6541
780,0.6275
781,0.6173
782,0.6481
783,0.6243
784,0.6836
785,0.6571
786,0.6762
787,0.6317
788,0.6286
789,0.6444
790,0.598
791,0.6183
792,0.6092
793,0.5965
794,0.6075
795,0.6664
796,0.6062
797,0.5796
798,0.6318
799,0.6428
800,0.6519
801,0.6569
802,0.6027
803,0.6614
804,0.663
805,0.6652
806,0.645
807,0.6333
808,0.582
809,0.6552
810,0.6204
811,0.6436
812,0.6684
813,0.6367
814,0.6288
815,0.6652
816,0.6633
817,0.659
818,0.6261
819,0.6282
820,0.6575
821,0.6556
822,0.6721
823,0.5977
824,0.6492
825,0.6223
826,0.6195
827,0.6468
828,0.6463
829,0.6553
830,0.6102
831,0.6418
832,0.6435
833,0.6393
834,0.5992
835,0.6428
836,0.6541
837,0.6571
838,0.5958
839,0.6401
840,0.6038
841,0.6378
842,0.6915
843,0.6465
844,0.4985
845,0.643
846,0.6499
847,0.6295
848,0.6266
849,0.6443
850,0.6436
851,0.6628
852,0.6512
853,0.645
854,0.6483
855,0.6424
856,0.6487
857,0.635
858,0.6139
859,0.6487
860,0.6523
861,0.6404
862,0.6332
863,0.6483
864,0.63
865,0.6619
866,0.6452
867,0.6682
868,0.6809
