target_lang,donor_lang,atds
punjabi,hindi-clustered755,0.641
punjabi,hindi-clustered963,0.641
punjabi,hindi-clustered16,0.641
punjabi,hindi-clustered435,0.641
punjabi,hindi-clustered187,0.641
punjabi,hindi-clustered59,0.641
punjabi,hindi-clustered496,0.641
punjabi,hindi-clustered231,0.641
punjabi,hindi-clustered930,0.64
punjabi,hindi-clustered878,0.64
punjabi,hindi-clustered209,0.64
punjabi,hindi-clustered290,0.64
punjabi,hindi-clustered307,0.64
punjabi,hindi-clustered298,0.64
punjabi,hindi-clustered576,0.64
punjabi,hindi-clustered821,0.64
punjabi,hindi-clustered170,0.64
punjabi,hindi-clustered413,0.64
punjabi,hindi-clustered784,0.64
punjabi,hindi-clustered544,0.639
punjabi,hindi-clustered128,0.639
punjabi,hindi-clustered858,0.639
punjabi,hindi-clustered221,0.639
punjabi,hindi-clustered946,0.639
punjabi,hindi-clustered0,0.639
punjabi,hindi-clustered804,0.639
punjabi,hindi-clustered563,0.639
punjabi,hindi-clustered500,0.639
punjabi,hindi-clustered478,0.638
punjabi,hindi-clustered100,0.638
punjabi,hindi-clustered345,0.638
punjabi,hindi-clustered416,0.638
punjabi,hindi-clustered580,0.638
punjabi,hindi-clustered670,0.637
punjabi,hindi-clustered993,0.637
punjabi,hindi-clustered301,0.637
punjabi,hindi-clustered39,0.637
punjabi,hindi-clustered560,0.637
punjabi,hindi-clustered647,0.636
punjabi,hindi-clustered172,0.636
punjabi,hindi-clustered268,0.636
punjabi,hindi-clustered314,0.636
punjabi,hindi-clustered828,0.636
punjabi,hindi-clustered918,0.636
punjabi,hindi-clustered866,0.636
punjabi,hindi-clustered371,0.636
punjabi,hindi-clustered281,0.636
punjabi,hindi-clustered262,0.635
punjabi,hindi-clustered370,0.635
punjabi,hindi-clustered417,0.635
punjabi,hindi-clustered145,0.635
punjabi,hindi-clustered854,0.635
punjabi,hindi-clustered293,0.634
punjabi,hindi-clustered403,0.634
punjabi,hindi-clustered452,0.634
punjabi,hindi-clustered916,0.634
punjabi,hindi-clustered206,0.634
punjabi,hindi-clustered871,0.634
punjabi,hindi-clustered69,0.634
punjabi,hindi-clustered308,0.634
punjabi,hindi-clustered874,0.633
punjabi,hindi-clustered795,0.633
punjabi,hindi-clustered493,0.633
punjabi,hindi-clustered539,0.633
punjabi,hindi-clustered577,0.633
punjabi,hindi-clustered615,0.633
punjabi,hindi-clustered896,0.633
punjabi,hindi-clustered776,0.633
punjabi,hindi-clustered341,0.633
punjabi,hindi-clustered122,0.632
punjabi,hindi-clustered538,0.632
punjabi,hindi-clustered229,0.632
punjabi,hindi-clustered61,0.632
punjabi,hindi-clustered791,0.632
punjabi,hindi-clustered695,0.632
punjabi,hindi-clustered30,0.632
punjabi,hindi-clustered978,0.631
punjabi,hindi-clustered945,0.631
punjabi,hindi-clustered532,0.631
punjabi,hindi-clustered807,0.631
punjabi,hindi-clustered820,0.631
punjabi,hindi-clustered159,0.631
punjabi,hindi-clustered851,0.631
punjabi,hindi-clustered97,0.631
punjabi,hindi-clustered411,0.63
punjabi,hindi-clustered677,0.63
punjabi,hindi-clustered89,0.63
punjabi,hindi-clustered47,0.63
punjabi,hindi-clustered287,0.63
punjabi,hindi-clustered903,0.629
punjabi,hindi-clustered956,0.629
punjabi,hindi-clustered925,0.628
punjabi,hindi-clustered523,0.628
punjabi,hindi-clustered922,0.628
punjabi,hindi-clustered201,0.628
punjabi,hindi-clustered785,0.628
punjabi,hindi-clustered639,0.628
punjabi,hindi-clustered366,0.628
punjabi,hindi-clustered9,0.628
punjabi,hindi-clustered661,0.628
punjabi,hindi-clustered189,0.627
punjabi,hindi-clustered297,0.627
punjabi,hindi-clustered286,0.627
punjabi,hindi-clustered363,0.627
punjabi,hindi-clustered966,0.626
punjabi,hindi-clustered470,0.626
punjabi,hindi-clustered65,0.626
punjabi,hindi-clustered249,0.626
punjabi,hindi-clustered14,0.626
punjabi,hindi-clustered739,0.626
punjabi,hindi-clustered994,0.626
punjabi,hindi-clustered238,0.625
punjabi,hindi-clustered554,0.625
punjabi,hindi-clustered691,0.625
punjabi,hindi-clustered986,0.625
punjabi,hindi-clustered18,0.625
punjabi,hindi-clustered263,0.624
punjabi,hindi-clustered933,0.624
punjabi,hindi-clustered619,0.624
punjabi,hindi-clustered404,0.624
punjabi,hindi-clustered188,0.623
punjabi,hindi-clustered447,0.623
punjabi,hindi-clustered585,0.623
punjabi,hindi-clustered904,0.622
punjabi,hindi-clustered797,0.622
punjabi,hindi-clustered330,0.622
punjabi,hindi-clustered974,0.622
punjabi,hindi-clustered991,0.621
punjabi,hindi-clustered609,0.621
punjabi,hindi-clustered454,0.621
punjabi,hindi-clustered587,0.62
punjabi,hindi-clustered199,0.62
punjabi,hindi-clustered968,0.62
punjabi,hindi-clustered880,0.62
punjabi,hindi-clustered197,0.619
punjabi,hindi-clustered802,0.619
punjabi,hindi-clustered891,0.619
punjabi,hindi-clustered191,0.619
punjabi,hindi-clustered292,0.618
punjabi,hindi-clustered927,0.618
punjabi,hindi-clustered743,0.618
punjabi,hindi-clustered982,0.618
punjabi,hindi-clustered833,0.617
punjabi,hindi-clustered629,0.617
punjabi,hindi-clustered161,0.617
punjabi,hindi-clustered477,0.617
punjabi,hindi-clustered489,0.616
punjabi,hindi-clustered41,0.616
punjabi,hindi-clustered801,0.616
punjabi,hindi-clustered660,0.615
punjabi,hindi-clustered257,0.615
punjabi,hindi-clustered914,0.615
punjabi,hindi-clustered42,0.614
punjabi,hindi-clustered622,0.614
punjabi,hindi-clustered506,0.614
punjabi,hindi-clustered168,0.614
punjabi,hindi-clustered242,0.613
punjabi,hindi-clustered525,0.613
punjabi,hindi-clustered380,0.613
punjabi,hindi-clustered852,0.613
punjabi,hindi-clustered127,0.613
punjabi,hindi-clustered631,0.613
punjabi,hindi-clustered682,0.612
punjabi,hindi-clustered10,0.611
punjabi,hindi-clustered124,0.611
punjabi,hindi-clustered640,0.611
punjabi,hindi-clustered20,0.61
punjabi,hindi-clustered573,0.61
punjabi,hindi-clustered531,0.61
punjabi,hindi-clustered305,0.61
punjabi,hindi-clustered862,0.609
punjabi,hindi-clustered227,0.609
punjabi,hindi-clustered318,0.608
punjabi,hindi-clustered841,0.608
punjabi,hindi-clustered71,0.608
punjabi,hindi-clustered664,0.608
punjabi,hindi-clustered919,0.607
punjabi,hindi-clustered521,0.607
punjabi,hindi-clustered976,0.606
punjabi,hindi-clustered421,0.606
punjabi,hindi-clustered665,0.606
punjabi,hindi-clustered964,0.606
punjabi,hindi-clustered910,0.605
punjabi,hindi-clustered708,0.605
punjabi,hindi-clustered259,0.605
punjabi,hindi-clustered455,0.604
punjabi,hindi-clustered722,0.603
punjabi,hindi-clustered558,0.602
punjabi,hindi-clustered35,0.6
punjabi,hindi-clustered747,0.6
punjabi,hindi-clustered656,0.599
punjabi,hindi-clustered240,0.597
punjabi,hindi-clustered51,0.597
punjabi,hindi-clustered883,0.597
punjabi,hindi-clustered87,0.597
punjabi,hindi-clustered703,0.597
punjabi,hindi-clustered33,0.596
punjabi,hindi-clustered202,0.594
punjabi,hindi-clustered765,0.592
punjabi,hindi-clustered34,0.592
punjabi,hindi-clustered152,0.588
punjabi,hindi-clustered710,0.588
punjabi,hindi-clustered184,0.585
punjabi,hindi-clustered333,0.585
punjabi,hindi-clustered706,0.583
punjabi,hindi-clustered274,0.582
punjabi,hindi-clustered154,0.581
punjabi,hindi-clustered630,0.579
punjabi,hindi-clustered88,0.576
punjabi,hindi-clustered780,0.575
punjabi,hindi-clustered236,0.571
punjabi,hindi-clustered892,0.571
punjabi,hindi-clustered808,0.567
punjabi,hindi-clustered689,0.564
punjabi,hindi-clustered814,0.558
punjabi,hindi-clustered812,0.555
punjabi,hindi-clustered757,0.552
punjabi,hindi-clustered788,0.548
punjabi,hindi-clustered831,0.547
punjabi,hindi-clustered699,0.545
punjabi,hindi-clustered144,0.541
punjabi,hindi-clustered82,0.518
punjabi,hindi-clustered783,0.508
punjabi,hindi-clustered593,0.493
punjabi,hindi-clustered958,0.469
punjabi,hindi-clustered300,0.45
punjabi,hindi-clustered338,0.309
