,piece_counts_sum
0,855.0
1,721.0
2,801.0
3,770.0
4,723.0
5,765.0
6,693.0
7,682.0
8,751.0
9,784.0
10,767.0
11,794.0
12,745.0
13,725.0
14,744.0
15,828.0
16,790.0
17,758.0
18,747.0
19,736.0
20,636.0
21,757.0
22,707.0
23,782.0
24,757.0
25,799.0
26,805.0
27,807.0
28,706.0
29,733.0
30,754.0
31,803.0
32,803.0
33,704.0
34,799.0
35,795.0
36,733.0
37,640.0
38,782.0
39,755.0
40,802.0
41,769.0
42,702.0
43,669.0
44,727.0
45,828.0
46,682.0
47,786.0
48,745.0
49,782.0
50,684.0
51,830.0
52,723.0
53,821.0
54,783.0
55,781.0
56,638.0
57,836.0
58,784.0
59,750.0
60,696.0
61,809.0
62,705.0
63,740.0
64,732.0
65,784.0
66,824.0
67,673.0
68,804.0
69,717.0
70,841.0
71,789.0
72,738.0
73,760.0
74,673.0
75,775.0
76,690.0
77,737.0
78,780.0
79,777.0
80,837.0
81,790.0
82,703.0
83,716.0
84,790.0
85,835.0
86,755.0
87,827.0
88,809.0
89,785.0
90,759.0
91,778.0
92,768.0
93,772.0
94,636.0
95,836.0
96,752.0
97,752.0
98,770.0
99,786.0
100,834.0
101,766.0
102,710.0
103,761.0
104,748.0
105,824.0
106,680.0
107,789.0
108,730.0
109,716.0
110,722.0
111,798.0
112,717.0
113,691.0
114,682.0
115,790.0
116,710.0
117,754.0
118,742.0
119,736.0
120,815.0
121,737.0
122,726.0
123,765.0
124,779.0
125,686.0
126,781.0
127,701.0
128,777.0
129,794.0
130,703.0
131,766.0
132,783.0
133,770.0
134,779.0
135,762.0
136,777.0
137,777.0
138,807.0
139,825.0
140,701.0
141,756.0
142,740.0
143,812.0
144,674.0
145,862.0
146,712.0
147,848.0
148,774.0
149,728.0
150,773.0
151,769.0
152,873.0
153,722.0
154,798.0
155,755.0
156,686.0
157,715.0
158,752.0
159,766.0
160,822.0
161,797.0
162,730.0
163,720.0
164,805.0
165,753.0
166,810.0
167,804.0
168,779.0
169,714.0
170,732.0
171,786.0
172,686.0
173,755.0
174,817.0
175,780.0
176,733.0
177,761.0
178,744.0
179,757.0
180,707.0
181,754.0
182,829.0
183,787.0
184,756.0
185,815.0
186,658.0
187,777.0
188,745.0
189,744.0
190,755.0
191,748.0
192,789.0
193,761.0
194,747.0
195,744.0
196,788.0
197,717.0
198,678.0
199,843.0
200,718.0
201,624.0
202,750.0
203,832.0
204,798.0
205,798.0
206,694.0
207,766.0
208,792.0
209,757.0
210,816.0
211,738.0
212,749.0
213,837.0
214,793.0
215,654.0
216,773.0
217,665.0
218,702.0
219,813.0
220,814.0
221,799.0
222,759.0
223,828.0
224,765.0
225,807.0
226,685.0
227,756.0
228,748.0
229,712.0
230,764.0
231,701.0
232,761.0
233,728.0
234,764.0
235,745.0
236,768.0
237,719.0
238,753.0
239,725.0
240,737.0
241,576.0
242,738.0
243,825.0
244,716.0
245,771.0
246,748.0
247,707.0
248,704.0
249,737.0
250,770.0
251,800.0
252,684.0
253,776.0
254,678.0
255,807.0
256,687.0
257,758.0
258,738.0
259,735.0
260,770.0
261,840.0
262,833.0
263,800.0
264,683.0
265,722.0
266,845.0
267,804.0
268,812.0
269,697.0
270,772.0
271,839.0
272,732.0
273,702.0
274,726.0
275,751.0
276,795.0
277,747.0
278,813.0
279,857.0
280,690.0
281,749.0
282,758.0
283,716.0
284,817.0
285,714.0
286,743.0
287,789.0
288,782.0
289,800.0
290,641.0
291,759.0
292,806.0
293,755.0
294,805.0
295,659.0
296,777.0
297,668.0
298,829.0
299,721.0
300,668.0
301,772.0
302,823.0
303,758.0
304,743.0
305,685.0
306,805.0
307,791.0
308,786.0
309,744.0
310,715.0
311,797.0
312,808.0
313,740.0
314,805.0
315,791.0
316,785.0
317,728.0
318,817.0
319,728.0
320,770.0
321,712.0
322,808.0
323,763.0
324,741.0
325,721.0
326,719.0
327,789.0
328,741.0
329,796.0
330,712.0
331,723.0
332,732.0
333,765.0
334,797.0
335,738.0
336,702.0
337,767.0
338,769.0
339,766.0
340,796.0
341,808.0
342,725.0
343,685.0
344,805.0
345,681.0
346,877.0
347,822.0
348,739.0
349,721.0
350,847.0
351,713.0
352,748.0
353,696.0
354,814.0
355,794.0
356,786.0
357,728.0
358,697.0
359,826.0
360,801.0
361,727.0
362,737.0
363,671.0
364,732.0
365,710.0
366,764.0
367,713.0
368,753.0
369,737.0
370,804.0
371,762.0
372,782.0
373,690.0
374,770.0
375,688.0
376,690.0
377,717.0
378,820.0
379,739.0
380,758.0
381,775.0
382,784.0
383,752.0
384,782.0
385,745.0
386,740.0
387,795.0
388,767.0
389,813.0
390,785.0
391,758.0
392,808.0
393,629.0
394,692.0
395,772.0
396,701.0
397,674.0
398,690.0
399,687.0
400,748.0
401,729.0
402,746.0
403,805.0
404,716.0
405,766.0
406,736.0
407,732.0
408,723.0
409,728.0
410,732.0
411,810.0
412,770.0
413,719.0
414,762.0
415,811.0
416,754.0
417,796.0
418,677.0
419,619.0
420,783.0
421,802.0
422,681.0
423,728.0
424,751.0
425,678.0
426,738.0
427,806.0
428,722.0
429,772.0
430,661.0
431,766.0
432,756.0
433,699.0
434,699.0
435,748.0
436,853.0
437,727.0
438,755.0
439,772.0
440,666.0
441,597.0
442,694.0
443,804.0
444,760.0
445,743.0
446,816.0
447,704.0
448,806.0
449,747.0
450,817.0
451,816.0
452,757.0
453,754.0
454,745.0
455,746.0
456,651.0
457,770.0
458,823.0
459,737.0
460,764.0
461,731.0
462,807.0
463,751.0
464,745.0
465,618.0
466,732.0
467,688.0
468,708.0
469,765.0
470,760.0
471,874.0
472,737.0
473,767.0
474,788.0
475,810.0
476,786.0
477,707.0
478,827.0
479,755.0
480,719.0
481,708.0
482,697.0
483,804.0
484,714.0
485,839.0
486,791.0
487,721.0
488,759.0
489,719.0
490,725.0
491,717.0
492,803.0
493,745.0
494,739.0
495,794.0
496,680.0
497,735.0
498,728.0
499,812.0
500,762.0
501,743.0
502,808.0
503,847.0
504,726.0
505,849.0
506,793.0
507,772.0
508,757.0
509,870.0
510,827.0
511,783.0
512,756.0
513,829.0
514,754.0
515,716.0
516,722.0
517,812.0
518,797.0
519,695.0
520,727.0
521,798.0
522,743.0
523,813.0
524,780.0
525,792.0
526,726.0
527,796.0
528,778.0
529,789.0
530,719.0
531,726.0
532,711.0
533,833.0
534,793.0
535,747.0
536,741.0
537,705.0
538,725.0
539,700.0
540,794.0
541,696.0
542,751.0
543,795.0
544,777.0
545,829.0
546,729.0
547,800.0
548,771.0
549,756.0
550,700.0
551,695.0
552,745.0
553,742.0
554,746.0
555,829.0
556,759.0
557,731.0
558,772.0
559,783.0
560,790.0
561,778.0
562,816.0
563,771.0
564,793.0
565,768.0
566,784.0
567,882.0
568,781.0
569,713.0
570,713.0
571,802.0
572,748.0
573,729.0
574,763.0
575,692.0
576,822.0
577,885.0
578,779.0
579,757.0
580,708.0
581,838.0
582,783.0
583,813.0
584,724.0
585,782.0
586,782.0
587,739.0
588,766.0
589,770.0
590,811.0
591,699.0
592,772.0
593,701.0
594,791.0
595,756.0
596,760.0
597,751.0
598,766.0
599,550.0
600,701.0
601,836.0
602,806.0
603,726.0
604,768.0
605,706.0
606,820.0
607,816.0
608,706.0
609,777.0
610,792.0
611,713.0
612,655.0
613,692.0
614,827.0
615,793.0
616,856.0
617,694.0
618,689.0
619,749.0
620,727.0
621,815.0
622,773.0
623,757.0
624,852.0
625,654.0
626,755.0
627,708.0
628,741.0
629,801.0
630,818.0
631,726.0
632,707.0
633,822.0
634,642.0
635,804.0
636,844.0
637,752.0
638,742.0
639,745.0
640,689.0
641,735.0
642,789.0
643,731.0
644,832.0
645,758.0
646,768.0
647,831.0
648,830.0
649,707.0
650,742.0
651,773.0
652,793.0
653,798.0
654,804.0
655,793.0
656,742.0
657,827.0
658,837.0
659,791.0
660,707.0
661,789.0
662,779.0
663,700.0
664,784.0
665,777.0
666,686.0
667,794.0
668,791.0
669,823.0
670,703.0
671,836.0
672,782.0
673,794.0
674,702.0
675,742.0
676,738.0
677,775.0
678,788.0
679,717.0
680,815.0
681,848.0
682,749.0
683,790.0
684,652.0
685,811.0
686,741.0
687,772.0
688,740.0
689,781.0
690,774.0
691,724.0
692,719.0
693,782.0
694,780.0
695,677.0
696,764.0
697,736.0
698,734.0
699,821.0
700,755.0
701,751.0
702,797.0
703,782.0
704,724.0
705,713.0
706,695.0
707,767.0
708,699.0
709,760.0
710,768.0
711,730.0
712,770.0
713,824.0
714,649.0
715,705.0
716,668.0
717,772.0
718,727.0
719,782.0
720,723.0
721,674.0
722,592.0
723,805.0
724,825.0
725,571.0
726,733.0
727,793.0
728,754.0
729,703.0
730,733.0
731,719.0
732,838.0
733,757.0
734,742.0
735,811.0
736,739.0
737,698.0
738,733.0
739,731.0
740,678.0
741,742.0
742,769.0
743,722.0
744,728.0
745,728.0
746,789.0
747,786.0
748,768.0
749,759.0
750,777.0
751,826.0
752,811.0
753,774.0
754,765.0
755,690.0
756,835.0
757,788.0
758,823.0
759,770.0
760,767.0
761,755.0
762,787.0
763,792.0
764,708.0
765,697.0
766,778.0
767,685.0
768,764.0
769,790.0
770,847.0
771,735.0
772,743.0
773,831.0
774,806.0
775,742.0
776,805.0
777,733.0
778,778.0
779,722.0
780,751.0
781,715.0
782,775.0
783,825.0
784,816.0
785,733.0
786,863.0
787,720.0
788,775.0
789,756.0
790,708.0
791,803.0
792,768.0
793,797.0
794,780.0
795,750.0
796,756.0
797,686.0
798,736.0
799,765.0
800,726.0
801,771.0
802,793.0
803,809.0
804,834.0
805,746.0
806,762.0
807,673.0
808,640.0
809,778.0
810,721.0
811,792.0
812,852.0
813,785.0
814,715.0
815,801.0
816,759.0
817,739.0
818,783.0
819,805.0
820,622.0
821,710.0
822,726.0
823,759.0
824,675.0
825,649.0
826,730.0
827,789.0
828,655.0
829,820.0
830,717.0
831,772.0
832,793.0
833,811.0
834,747.0
835,798.0
836,720.0
837,775.0
838,778.0
839,732.0
840,753.0
841,762.0
842,795.0
843,788.0
844,722.0
845,807.0
846,853.0
847,812.0
848,856.0
849,763.0
850,717.0
851,717.0
852,780.0
853,817.0
854,778.0
855,794.0
856,831.0
857,777.0
858,798.0
859,815.0
860,794.0
861,824.0
862,783.0
863,824.0
864,759.0
865,732.0
866,806.0
867,731.0
868,794.0
869,749.0
870,799.0
871,777.0
872,683.0
873,712.0
874,809.0
875,778.0
876,759.0
877,793.0
878,745.0
879,735.0
880,703.0
881,689.0
882,741.0
883,847.0
884,848.0
885,899.0
886,720.0
887,690.0
888,791.0
889,767.0
890,718.0
891,685.0
892,809.0
893,833.0
894,758.0
895,803.0
896,801.0
897,773.0
898,674.0
899,818.0
900,706.0
901,734.0
902,817.0
903,767.0
904,672.0
905,602.0
906,796.0
907,658.0
908,576.0
909,730.0
910,820.0
911,764.0
912,782.0
913,779.0
914,726.0
915,771.0
916,722.0
917,714.0
918,789.0
919,690.0
920,853.0
921,778.0
922,740.0
923,804.0
924,774.0
925,782.0
926,658.0
927,763.0
928,796.0
929,841.0
930,735.0
931,747.0
932,732.0
933,744.0
934,756.0
935,807.0
936,753.0
937,776.0
938,721.0
939,679.0
940,832.0
941,776.0
942,778.0
943,773.0
944,760.0
945,733.0
946,707.0
947,789.0
948,794.0
949,743.0
950,787.0
951,779.0
952,801.0
953,794.0
954,750.0
955,736.0
956,678.0
957,677.0
958,699.0
959,729.0
960,665.0
961,736.0
962,762.0
963,794.0
964,792.0
965,762.0
966,802.0
967,735.0
968,751.0
969,791.0
970,751.0
971,668.0
972,801.0
973,769.0
974,842.0
975,664.0
976,817.0
977,634.0
978,809.0
979,732.0
980,709.0
981,678.0
982,745.0
983,745.0
984,815.0
985,751.0
986,812.0
987,809.0
988,833.0
989,799.0
990,782.0
991,786.0
992,715.0
993,834.0
994,632.0
995,769.0
996,791.0
997,820.0
998,767.0
999,815.0
1000,786.0
1001,710.0
1002,731.0
1003,775.0
1004,706.0
1005,815.0
1006,777.0
1007,679.0
1008,731.0
1009,698.0
1010,738.0
1011,778.0
1012,773.0
1013,732.0
1014,814.0
1015,826.0
1016,694.0
1017,758.0
1018,772.0
1019,830.0
1020,734.0
1021,744.0
1022,689.0
1023,664.0
1024,711.0
1025,771.0
1026,717.0
1027,773.0
1028,761.0
1029,753.0
1030,801.0
1031,763.0
1032,808.0
1033,846.0
1034,792.0
1035,697.0
1036,721.0
1037,784.0
1038,749.0
1039,676.0
1040,661.0
1041,785.0
1042,835.0
1043,829.0
1044,812.0
1045,766.0
1046,771.0
1047,767.0
1048,773.0
1049,751.0
1050,772.0
1051,832.0
1052,791.0
1053,808.0
1054,771.0
1055,684.0
1056,781.0
1057,762.0
1058,708.0
1059,706.0
1060,725.0
1061,718.0
1062,782.0
1063,795.0
1064,786.0
1065,765.0
1066,766.0
1067,843.0
1068,808.0
1069,681.0
1070,739.0
1071,766.0
1072,762.0
1073,730.0
1074,805.0
1075,779.0
1076,736.0
1077,758.0
1078,724.0
1079,727.0
1080,718.0
1081,768.0
1082,821.0
1083,714.0
1084,703.0
1085,695.0
1086,773.0
1087,675.0
1088,706.0
1089,728.0
1090,743.0
1091,709.0
1092,689.0
1093,780.0
1094,714.0
1095,809.0
1096,823.0
1097,713.0
1098,720.0
1099,701.0
1100,785.0
1101,704.0
1102,720.0
1103,739.0
1104,751.0
1105,776.0
1106,769.0
1107,736.0
1108,694.0
1109,766.0
1110,686.0
1111,759.0
1112,841.0
1113,725.0
1114,797.0
1115,754.0
1116,777.0
1117,776.0
1118,833.0
1119,727.0
1120,782.0
1121,719.0
1122,727.0
1123,679.0
1124,707.0
1125,650.0
1126,740.0
1127,786.0
1128,653.0
1129,756.0
1130,762.0
1131,719.0
1132,847.0
1133,717.0
1134,759.0
1135,747.0
1136,772.0
1137,756.0
1138,742.0
1139,758.0
1140,677.0
1141,758.0
1142,678.0
1143,727.0
1144,750.0
1145,728.0
1146,733.0
1147,732.0
1148,836.0
1149,756.0
1150,758.0
1151,787.0
1152,797.0
1153,784.0
1154,863.0
1155,771.0
1156,731.0
1157,628.0
1158,757.0
1159,677.0
1160,712.0
1161,737.0
1162,803.0
1163,773.0
1164,746.0
1165,737.0
1166,795.0
1167,798.0
1168,755.0
1169,712.0
1170,814.0
1171,729.0
1172,753.0
1173,714.0
1174,840.0
1175,779.0
1176,866.0
1177,815.0
1178,874.0
1179,759.0
1180,725.0
1181,775.0
1182,734.0
1183,692.0
1184,828.0
1185,787.0
1186,688.0
1187,809.0
1188,796.0
1189,790.0
1190,720.0
1191,687.0
1192,688.0
1193,821.0
1194,798.0
1195,844.0
1196,717.0
1197,640.0
1198,751.0
1199,800.0
1200,790.0
1201,724.0
1202,717.0
1203,782.0
1204,764.0
1205,830.0
1206,761.0
1207,825.0
1208,732.0
1209,744.0
1210,728.0
1211,768.0
1212,810.0
1213,794.0
1214,687.0
1215,710.0
1216,812.0
1217,715.0
1218,763.0
1219,780.0
1220,747.0
1221,797.0
1222,749.0
1223,779.0
1224,725.0
1225,724.0
1226,741.0
1227,662.0
1228,745.0
1229,718.0
1230,800.0
1231,725.0
1232,772.0
1233,757.0
1234,753.0
1235,834.0
1236,805.0
1237,719.0
1238,814.0
1239,751.0
1240,744.0
1241,802.0
1242,732.0
1243,769.0
1244,797.0
1245,787.0
1246,787.0
1247,730.0
1248,697.0
1249,810.0
1250,779.0
1251,668.0
1252,685.0
1253,776.0
1254,821.0
1255,722.0
1256,786.0
1257,769.0
1258,635.0
1259,755.0
1260,640.0
1261,777.0
1262,831.0
1263,719.0
1264,703.0
1265,682.0
1266,773.0
1267,731.0
1268,787.0
1269,787.0
1270,759.0
1271,754.0
1272,723.0
1273,748.0
1274,773.0
1275,811.0
1276,788.0
1277,753.0
1278,806.0
1279,683.0
1280,753.0
1281,768.0
1282,760.0
1283,815.0
